ortho_cluster	name_cluster
EOG092C0Q84	Rab-GTPase-TBC domain
EOG092C0QDT	Telomere-associated protein  Rif1
EOG092C0QDV	WD40/YVTN repeat-like-containing domain
EOG092C0QE3	S-adenosyl-L-methionine-dependent methyltransferase
EOG092C0QFK	Active Site:Nucleophile
EOG092C0QHQ	LDB19, N-terminal
EOG092C0QJU	Protein kinase domain
EOG092C0QKQ	Transmembrane:Helical
EOG092C0QLI	Mediator complex, subunit Med15, fungi
EOG092C0QOM	Protein kinase-like domain
EOG092C0QPU	Eisosome protein 1
EOG092C0QQU	Similarity:Belongs to the ABC transporter superfamily.
EOG092C0QVL	ATPase, AAA-type, core
EOG092C0QXR	hypothetical protein
EOG092C0QYB	Ribonucleotide reductase large subunit, N-terminal
EOG092C0QYG	DDHD domain
EOG092C0QZM	Coatomer beta subunit, C-terminal
EOG092C0R0J	P-loop containing nucleoside triphosphate hydrolase
EOG092C0R1R	Similarity:Belongs to the actin family.
EOG092C0R1Z	Transmembrane:Helical
EOG092C0R44	Ubiquitin-like modifier-activating enzyme Atg7
EOG092C0RA9	Transmembrane:Helical
EOG092C0RAA	SNF2-related, N-terminal domain
EOG092C0RBU	P-loop containing nucleoside triphosphate hydrolase
EOG092C0RC3	SANT/Myb domain
EOG092C0RCE	Transmembrane:Helical
EOG092C0RD0	RNA recognition motif domain
EOG092C0RGI	Transmembrane:Helical
EOG092C0RGR	26S proteasome regulatory complex, non-ATPase subcomplex, Rpn1 subunit
EOG092C0RM2	Kelch-type beta propeller
EOG092C0RMX	Stromalin conservative domain
EOG092C0RNR	Transmembrane:Helical
EOG092C0ROF	Similarity:Contains 1 KH domain.
EOG092C0RQ8	Similarity:Belongs to the carnitine/choline acetyltransferase family.
EOG092C0RTO	Cullin repeat-like-containing domain
EOG092C0RVE	Similarity:Contains dynamin-type G (guanine nucleotide-binding) domain.
EOG092C0RYI	AMP-dependent synthetase/ligase
EOG092C0S3Y	Kelch-type beta propeller
EOG092C0S5M	Structure-specific endonuclease subunit Slx4
EOG092C0S6Z	Lon protease
EOG092C0S7J	MIF4G-like domain
EOG092C0S9J	SLC26A/SulP transporter
EOG092C0SB3	N1221-like
EOG092C0SBX	Isoleucine-tRNA ligase
EOG092C0SEC	Similarity:Contains DH (DBL-homology) domain.
EOG092C0SEZ	Transmembrane:Helical
EOG092C0SGL	Metallo-beta-lactamase
EOG092C0SIN	WD40 repeat
EOG092C0SIZ	hypothetical protein
EOG092C0SJ9	Topoisomerase II-associated protein PAT1
EOG092C0SLF	Tetratricopeptide repeat
EOG092C0SQ8	Protein arginine N-methyltransferase
EOG092C0SSD	Stress response protein NST1
EOG092C0ST1	Glucosamine-fructose-6-phosphate aminotransferase, isomerising
EOG092C0SVC	Bromodomain
EOG092C0SXB	Vacuolar protein sorting-associated protein 13
EOG092C0SY4	Pre-rRNA-processing protein RIX1, N-terminal
EOG092C0SZ4	DNA damage checkpoint protein, Lcd1
EOG092C0T13	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
EOG092C0T40	Similarity:Contains 1 SH3 domain.
EOG092C0T4H	Oxysterol-binding protein
EOG092C0T75	Armadillo-type fold
EOG092C0T80	RINT-1/TIP-20
EOG092C0TA1	Potassium channel domain
EOG092C0TBX	Zinc finger, C2H2
EOG092C0TC4	DNA mismatch repair protein Mlh3
EOG092C0TCN	hypothetical protein
EOG092C0TE2	Transmembrane:Helical
EOG092C0TG7	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3
EOG092C0TGB	SNF2-related, N-terminal domain
EOG092C0TGT	Retrograde transport protein Dsl1 N-terminal domain
EOG092C0TGV	Transmembrane:Helical
EOG092C0TIO	Vacuolar protein sorting-associated protein 35
EOG092C0TL9	Armadillo-like helical
EOG092C0TQ0	Dipeptidyl-peptidase 3
EOG092C0TUL	Transcription factor 25
EOG092C0TW0	Transmembrane:Helical
EOG092C0TYK	Histone-fold
EOG092C0U1F	Glutamine amidotransferase
EOG092C0U2P	Sda1
EOG092C0U40	Transmembrane:Helical
EOG092C0U5S	Peptidase M24, structural domain
EOG092C0U64	Mitochondrial translation factor Atp22
EOG092C0U6N	Ribonuclease P/MRP, subunit POP1
EOG092C0UAA	Similarity:Contains USP domain.
EOG092C0UBN	Tetratricopeptide repeat-containing domain
EOG092C0UBS	Electron transfer flavoprotein-ubiquinone oxidoreductase
EOG092C0UBV	Sir1, ORC-binding domain
EOG092C0UC6	Transmembrane:Helical
EOG092C0UDQ	Alpha-trehalose glucohydrolase
EOG092C0UFE	Similarity:Contains SPX domain.
EOG092C0UHI	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C0ULK	Zinc finger, RING-type
EOG092C0ULX	GB1/RHD3-type guanine nucleotide-binding (G) domain
EOG092C0UNU	WD40 repeat
EOG092C0UNY	Pam1p
EOG092C0UPN	Armadillo-like helical
EOG092C0UR7	Nuclear protein localization protein 4
EOG092C0UX4	Nucleic acid-binding, OB-fold
EOG092C0UZY	Transmembrane:Helical
EOG092C0V0W	Transmembrane:Helical
EOG092C0V39	Bul1, C-terminal
EOG092C0V3H	Transmembrane:Helical
EOG092C0VEN	Similarity:Belongs to the RNR ribonuclease family.
EOG092C0VER	Tetratricopeptide repeat
EOG092C0VET	Similarity:Belongs to the ABC transporter superfamily.
EOG092C0VFM	Similarity:Contains 1 PH domain.
EOG092C0VH7	Acyl-CoA oxidase
EOG092C0VHX	Tetratricopeptide-like helical domain
EOG092C0VIB	Inner centromere protein, ARK-binding domain
EOG092C0VOC	Anaphase-promoting complex subunit 4
EOG092C0VQG	Similarity:Contains USP domain.
EOG092C0VUA	Transmembrane:Helical
EOG092C0VUM	DNA helicase
EOG092C0VVQ	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C0VWT	WD40 repeat
EOG092C0VYU	Similarity:Contains N-terminal Ras-GEF domain.
EOG092C0W33	5'-3' exonuclease, C-terminal domain
EOG092C0W5Q	Similarity:Belongs to the carnitine/choline acetyltransferase family.
EOG092C0W76	Transmembrane:Helical
EOG092C0W7W	Transglutaminase-like
EOG092C0W9Y	Creatinase, N-terminal
EOG092C0WAI	Cullin homology
EOG092C0WAY	Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG092C0WBD	B3/B4 tRNA-binding domain
EOG092C0WBQ	ATPase, AAA-type, core
EOG092C0WJM	ATPase, AAA-type, core
EOG092C0WKD	WD40 repeat
EOG092C0WNE	Tetratricopeptide-like helical domain
EOG092C0WSG	Gelsolin-like domain
EOG092C0WSN	Ribosomal protein S5 domain 2-type fold
EOG092C0WUG	Septation initiation Sid4-like
EOG092C0WVF	Vps54-like
EOG092C0WW7	Temperature dependent protein affecting M2 dsRNA replication, N-terminal
EOG092C0WZC	Leucine-rich repeat
EOG092C0X65	WD40-repeat-containing domain
EOG092C0X6D	Transmembrane:Helical
EOG092C0X7Y	Actin interacting protein 3
EOG092C0XCX	Dbl homology (DH) domain
EOG092C0XD0	Condensin complex subunit 2/barren
EOG092C0XD2	Similarity:Contains ARID domain.
EOG092C0XDK	Exocyst complex component Sec10-like
EOG092C0XF3	Epo1p
EOG092C0XFO	AAA+ ATPase domain
EOG092C0XGC	Glycogen synthase
EOG092C0XGI	Structural maintenance of chromosomes protein
EOG092C0XHN	Heat shock protein 9/12
EOG092C0XL1	TATA element modulatory factor 1 TATA binding
EOG092C0XMS	HDA1 complex subunit 3
EOG092C0XNX	Alkyl sulfatase dimerisation domain
EOG092C0XUA	Enhancer of polycomb protein
EOG092C0XV9	AMP-binding, conserved site
EOG092C0XWM	Transmembrane:Helical
EOG092C0Y0C	Glutamyl/glutaminyl-tRNA synthetase
EOG092C0Y59	Transmembrane:Helical
EOG092C0Y7R	Tryptophan synthase, beta chain
EOG092C0Y9M	U3 small nucleolar RNA-associated protein 6
EOG092C0YBC	AMP deaminase
EOG092C0YC8	CLASP N-terminal domain
EOG092C0YCY	V-type proton ATPase subunit a
EOG092C0YJL	Transmembrane:Helical
EOG092C0YLE	Transmembrane:Helical
EOG092C0YPF	Ribonuclease P, Rpm2, mitochondrial
EOG092C0YSV	Similarity:Belongs to the ABC transporter superfamily.
EOG092C0YZZ	ATPase, AAA-type, core
EOG092C0Z0C	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C0Z0S	Pleckstrin homology domain
EOG092C0Z1N	Acetyl-coenzyme A synthetase
EOG092C0Z3M	Arginine-tRNA ligase
EOG092C0Z62	Transmembrane:Helical
EOG092C0Z67	Sel1-like repeat
EOG092C0Z7T	Rossmann-like alpha/beta/alpha sandwich fold
EOG092C0ZCK	Ubiquitin system component Cue
EOG092C0ZCR	Protein kinase domain
EOG092C0ZEU	YAP-binding/ALF4/Glomulin
EOG092C0ZIR	Exocyst complex protein Exo70
EOG092C0ZMS	Dual specificity phosphatase
EOG092C0ZN0	Transmembrane:Helical
EOG092C0ZNN	WD40 repeat
EOG092C0ZPK	Armadillo-type fold
EOG092C0ZQW	Calcineurin-like phosphoesterase domain, apaH type
EOG092C0ZT0	DNA topoisomerase, type IA
EOG092C0ZTX	Meiosis specific protein Spo22/ZIP4/TEX11
EOG092C0ZU5	Aminoacyl-tRNA synthetase, class II
EOG092C0ZWN	Transketolase, N-terminal
EOG092C0ZXG	Prefoldin
EOG092C0ZZE	Leukotriene A4 hydrolase
EOG092C0ZZR	Similarity:Contains 1 SH3 domain.
EOG092C101X	Rad9/Ddc1
EOG092C10GU	Transmembrane:Helical
EOG092C10HM	WD40 repeat
EOG092C10HX	Similarity:Contains N-terminal Ras-GEF domain.
EOG092C10JI	Transmembrane:Helical
EOG092C10K0	NUDIX hydrolase domain
EOG092C10NO	Conserved oligomeric Golgi complex, subunit 4
EOG092C10OL	Transmembrane:Helical
EOG092C10Q9	Copper fist DNA-binding domain
EOG092C10QU	Jacalin-like lectin domain
EOG092C10RV	SNF2-related, N-terminal domain
EOG092C10UQ	Transmembrane:Helical
EOG092C10VD	Transmembrane:Helical
EOG092C10W2	Transmembrane:Helical
EOG092C10ZG	Catalytic Activity:ATP + H(2)O = ADP + phosphate.
EOG092C113B	Similarity:Contains 1 F-box domain.
EOG092C115H	Transmembrane:Helical
EOG092C116R	NAD(+) synthetase
EOG092C116S	Protein kinase domain
EOG092C119T	Aminoacyl-tRNA synthetase, class Ia
EOG092C11AR	Leucine-rich repeat
EOG092C11AV	Transmembrane:Helical
EOG092C11GP	TATA-binding protein interacting (TIP20)
EOG092C11L7	Translation elongation factor EFTu/EF1A, domain 2
EOG092C11NJ	Eukaryotic translation initiation factor 3 subunit A
EOG092C11NN	ABC transporter ABCE
EOG092C11PG	Asparagine synthase
EOG092C11R6	Rad21/Rec8-like protein, C-terminal
EOG092C11S0	Transmembrane:Helical
EOG092C11UR	Homing endonuclease
EOG092C11WH	Metallo-beta-lactamase
EOG092C11XF	Similarity:Belongs to the peptidase M3 family.
EOG092C120U	Transmembrane:Helical
EOG092C1210	Ulp1 protease family, C-terminal catalytic domain
EOG092C121R	Cysteine-tRNA ligase
EOG092C121X	Transmembrane:Helical
EOG092C122M	Domain of unknown function DUF2235
EOG092C128B	DEAD/DEAH box helicase domain
EOG092C12IX	P-type ATPase
EOG092C12JX	Glycosyl hydrolase, family 13, catalytic domain
EOG092C12JY	protein phosphatase regulator GIP1
EOG092C12O0	Similarity:Belongs to the ATPase alpha/beta chains family.
EOG092C12PG	Midasin
EOG092C12QD	Transmembrane:Helical
EOG092C12SH	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C12SK	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C12V2	Methylenetetrahydrofolate reductase
EOG092C12VM	CDC45 family
EOG092C12WO	Vps53-like, N-terminal
EOG092C12XO	Armadillo-type fold
EOG092C12Z2	Similarity:Contains HECT (E6AP-type E3 ubiquitin-protein ligase) domain.
EOG092C131N	WD40/YVTN repeat-like-containing domain
EOG092C134H	Transmembrane:Helical
EOG092C1381	WD40 repeat
EOG092C13BG	Lysophospholipase
EOG092C13C7	Aminoacyl-tRNA synthetase, class II
EOG092C13D8	Transmembrane:Helical
EOG092C13FO	RNA polymerase II assembly factor Rtp1, C-terminal
EOG092C13HH	Mu homology domain
EOG092C13JZ	CCAAT-binding factor
EOG092C13K3	Wap1 domain
EOG092C13NP	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG092C13O2	Lipoyl synthase
EOG092C13PF	Peptidase M20
EOG092C13Q5	Mitochondrial Rho GTPase
EOG092C13SM	Cytochrome c lysine N-methyltransferase 1
EOG092C13ST	Transmembrane:Helical
EOG092C13UM	Similarity:Contains PI3K/PI4K domain.
EOG092C13WV	Transmembrane:Helical
EOG092C13YU	Similarity:Contains MYND-type zinc finger.
EOG092C144L	PAP/25A-associated
EOG092C147V	ATPase, AAA-type, core
EOG092C14B1	Tetratricopeptide-like helical domain
EOG092C14D8	Transcription factor TFIIB
EOG092C14E1	Mitochondrial escape protein 2
EOG092C14JK	AICAR transformylase domain
EOG092C14L6	Cryptochrome/DNA photolyase class 1
EOG092C14MY	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C14MZ	Thiamine pyrophosphate enzyme, central domain
EOG092C14N7	Similarity:Contains 3 SH3 domains.
EOG092C14NT	EF-hand domain
EOG092C14O7	FAD-binding, type 2
EOG092C14SA	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C14TH	Transmembrane:Helical
EOG092C14US	Endo-1,3(4)-beta-glucanase
EOG092C14Y0	Chloride channel protein
EOG092C150W	tRNA (uracil-O(2)-)-methyltransferase
EOG092C156C	RNA methyltransferase TrmA, active site
EOG092C156X	FAD/NAD(P)-binding domain
EOG092C15AG	Transmembrane:Helical
EOG092C15BQ	Helicase, C-terminal
EOG092C15HX	Zinc finger, RING/FYVE/PHD-type
EOG092C15M3	SMI1/KNR4-like domain
EOG092C15N3	Zinc finger, RING/FYVE/PHD-type
EOG092C15P0	Armadillo-type fold
EOG092C15UC	Kelch-type beta propeller
EOG092C15VK	Chorismate-utilising enzyme, C-terminal
EOG092C15WQ	3'-5' exonuclease domain
EOG092C15Y0	Gelsolin-like domain
EOG092C15YA	Similarity:Contains 1 F-box domain.
EOG092C1605	Transmembrane:Helical
EOG092C1608	Transmembrane:Helical
EOG092C160Q	Exonuclease V
EOG092C1610	Transmembrane:Helical
EOG092C1612	RNA recognition motif domain
EOG092C164R	Transmembrane:Helical
EOG092C168A	Nitrogen permease regulator 3
EOG092C16C6	Exocyst complex component EXOC2/Sec5
EOG092C16CL	Zinc finger, HIT-type
EOG092C16EI	Protein kinase domain
EOG092C16GO	Ribosome biogenesis protein BMS1/TSR1, C-terminal
EOG092C16GX	Histone deacetylase complex, subunit 2/3
EOG092C16M8	Transmembrane:Helical
EOG092C16NT	Transmembrane:Helical
EOG092C16NV	Transmembrane:Helical
EOG092C16PN	Dynamin, GTPase domain
EOG092C16RM	Transmembrane:Helical
EOG092C16U7	RNA polymerase I specific transcription initiation factor RRN3
EOG092C16UD	Biotin--acetyl-CoA-carboxylase ligase
EOG092C16UJ	Malic enzyme
EOG092C16XQ	Transmembrane:Helical
EOG092C16YL	Similarity:Contains 2 ANK repeats.
EOG092C172M	Similarity:Contains 1 F-box domain.
EOG092C176G	Tetratricopeptide repeat
EOG092C177W	Chromatin-remodelling complex, RSC SWI/SNF subunit Rsc7/Swp82
EOG092C17DZ	MIF4G-like domain
EOG092C17E5	Transmembrane:Helical
EOG092C17F5	Eukaryotic translation initiation factor 3 subunit C
EOG092C17KE	Transmembrane:Helical
EOG092C17LB	Succinate dehydrogenase, flavoprotein subunit
EOG092C17MN	WD40 repeat
EOG092C17NN	Heat shock protein 70 family
EOG092C17TH	Transmembrane:Helical
EOG092C17W7	Tetratricopeptide-like helical domain
EOG092C1803	AP180 N-terminal homology (ANTH) domain
EOG092C181X	Transmembrane:Helical
EOG092C1856	Transmembrane:Helical
EOG092C185F	Peptidase C2, calpain, catalytic domain
EOG092C186V	Transmembrane:Helical
EOG092C18EA	Pyridoxal phosphate-dependent transferase
EOG092C18H2	Ku70
EOG092C18HE	DNA replication factor Cdt1, C-terminal
EOG092C18IS	Armadillo-like helical
EOG092C18KK	Ppx/GppA phosphatase
EOG092C18KW	DNA ligase, ATP-dependent
EOG092C18N0	AP complex subunit beta
EOG092C18NE	Gis4p
EOG092C18OZ	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C18P5	DNA polymerase, Y-family, little finger domain
EOG092C18PK	5'-Nucleotidase/apyrase
EOG092C18QN	2-isopropylmalate synthase
EOG092C18VU	Histone H3-K79 methyltransferase
EOG092C193C	Ribosomal protein S5 domain 2-type fold
EOG092C198O	Uncharacterised protein family UPF0061
EOG092C19IG	Aldehyde dehydrogenase domain
EOG092C19KH	Zinc finger, Mcm10/DnaG-type
EOG092C19MN	Transmembrane:Helical
EOG092C19PD	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
EOG092C19UD	Sel1-like repeat
EOG092C19UX	Isocitrate lyase
EOG092C19V4	Glucosidase 2 subunit beta
EOG092C19WS	ATPase, AAA-type, core
EOG092C19ZG	DNA-directed RNA polymerase
EOG092C1A16	Karyogamy protein, KAR9
EOG092C1A2Q	Glycoside hydrolase, catalytic domain
EOG092C1A2V	Armadillo-type fold
EOG092C1A59	Transmembrane:Helical
EOG092C1A6N	Transmembrane:Helical
EOG092C1AB2	WD40 repeat
EOG092C1ACD	Transmembrane:Helical
EOG092C1AHP	Kinetochore protein Ndc80
EOG092C1ALL	Transmembrane:Helical
EOG092C1APW	Similarity:Contains CTLH domain.
EOG092C1ASU	Ysw1p
EOG092C1ATT	AP180 N-terminal homology (ANTH) domain
EOG092C1AVP	DNA polymerase beta, N-terminal domain
EOG092C1AYP	Transmembrane:Helical
EOG092C1B1O	Similarity:Contains myotubularin phosphatase domain.
EOG092C1B2W	Ku70/Ku80 beta-barrel domain
EOG092C1B4A	Similarity:Belongs to the DEAD box helicase family.
EOG092C1B50	Transmembrane:Helical
EOG092C1BDW	Protein kinase domain
EOG092C1BL6	Cytochrome P450
EOG092C1BNC	Transmembrane:Helical
EOG092C1BPA	Similarity:Contains cytochrome b5 heme-binding domain.
EOG092C1BRY	Vesicle tethering protein Uso1/P115-like , head domain
EOG092C1BTT	Transmembrane:Helical
EOG092C1BUL	WD40 repeat
EOG092C1BV9	Similarity:Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
EOG092C1BXU	Threonine synthase, N-terminal
EOG092C1BZ5	Similarity:Contains Zn(2)-C6 fungal-type DNA-binding domain.
EOG092C1C0B	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C1C93	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG092C1C9Z	Transmembrane:Helical
EOG092C1CA9	Meiotic sister-chromatid recombination protein 6, mitochondrial
EOG092C1CBW	HbrB-like
EOG092C1CEC	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
EOG092C1CFS	Transmembrane:Helical
EOG092C1CH8	Dual specificity phosphatase
EOG092C1CHC	DNA repair protein Nse5/Nse6
EOG092C1CMB	Transmembrane:Helical
EOG092C1CRU	Similarity:Contains F-BAR domain.
EOG092C1CSB	Serine/threonine-protein phosphatase
EOG092C1CWC	Chs5p-Arf1p binding
EOG092C1CYN	GroEL-like apical domain
EOG092C1D4H	Ssp1p
EOG092C1DDQ	Helicase, C-terminal
EOG092C1DHG	Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG092C1DI9	Aminoacyl-tRNA synthetase, class II
EOG092C1DIY	Arrestin-like, N-terminal
EOG092C1DOJ	Conserved oligomeric Golgi complex, subunit 3
EOG092C1DPK	Irc10p
EOG092C1DPM	SANT/Myb domain
EOG092C1DRA	Similarity:Contains FAD-binding FR-type domain.
EOG092C1DWF	ATP-grasp fold
EOG092C1DZ2	Histidine biosynthesis
EOG092C1DZQ	Transmembrane:Helical
EOG092C1E3A	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C1EBM	Leucine-rich repeat domain, L domain-like
EOG092C1EBR	Pentatricopeptide repeat
EOG092C1EDI	Zinc finger, C2H2
EOG092C1EEM	Myo-inositol-1-phosphate synthase
EOG092C1EET	Transmembrane:Helical
EOG092C1EFX	hypothetical protein
EOG092C1EJQ	Polyribonucleotide 5'-hydroxyl-kinase Clp1, P-loop domain
EOG092C1ELU	Transmembrane:Helical
EOG092C1EM8	hypothetical protein
EOG092C1END	Histone deacetylase
EOG092C1EOT	WD40 repeat
EOG092C1EQR	Tetratricopeptide-like helical domain
EOG092C1EU7	Peptidase S10, serine carboxypeptidase
EOG092C1EVJ	Acetyl-CoA hydrolase/transferase
EOG092C1EX3	Similarity:Contains SWIRM domain.
EOG092C1F34	Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG092C1F4Q	Transmembrane:Helical
EOG092C1F4W	Radical SAM
EOG092C1FA0	Alpha/Beta hydrolase fold
EOG092C1FAW	Metallo-dependent phosphatase-like
EOG092C1FDV	Protein of unknown function DUF2841
EOG092C1FDX	Zinc finger, FYVE/PHD-type
EOG092C1FFB	Similarity:Belongs to the DEAD box helicase family.
EOG092C1FFK	Histone acetyltransferases subunit 3
EOG092C1FH2	Armadillo-type fold
EOG092C1FMW	Transmembrane:Helical
EOG092C1FNI	Protein kinase domain
EOG092C1FQ2	WD40 repeat
EOG092C1FRM	Pseudouridine synthase, TruD
EOG092C1G01	Phosphoenolpyruvate carboxykinase, C-terminal
EOG092C1GA9	Transmembrane:Helical
EOG092C1GW3	Heat shock protein Hsp90, N-terminal
EOG092C1GX3	Transmembrane:Helical
EOG092C1GZ6	Transmembrane:Helical
EOG092C1H3C	Transmembrane:Helical
EOG092C1H3R	Fibronectin type III
EOG092C1H4E	Pyridoxal phosphate-dependent transferase
EOG092C1H5E	Transmembrane:Helical
EOG092C1H88	FAD-dependent glycerol-3-phosphate dehydrogenase
EOG092C1H8A	tRNA-dihydrouridine synthase
EOG092C1HE9	Amine oxidase
EOG092C1HGS	Transmembrane:Helical
EOG092C1HJD	Transmembrane:Helical
EOG092C1HK3	Dihydroxy-acid dehydratase
EOG092C1HKF	Similarity:Belongs to the ABC transporter superfamily.
EOG092C1HT1	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C1HVX	Transmembrane:Helical
EOG092C1HW6	hypothetical protein
EOG092C1I0S	WD40 repeat
EOG092C1I3C	Alcohol acetyltransferase
EOG092C1I5Y	Transmembrane:Helical
EOG092C1I7P	Transmembrane:Helical
EOG092C1I7Y	Similarity:Belongs to the DEAD box helicase family.
EOG092C1I9J	hypothetical protein
EOG092C1IIF	Transmembrane:Helical
EOG092C1IIL	ATPase expression protein 1
EOG092C1IJD	Transmembrane:Helical
EOG092C1ILX	DNA repair metallo-beta-lactamase
EOG092C1IOM	Aminoacyl-tRNA synthetase, class II
EOG092C1IR5	Similarity:Contains 1 F-box domain.
EOG092C1ISK	Similarity:Belongs to the class-II aminoacyl-tRNA synthetase family.
EOG092C1IUM	Carbohydrate kinase, FGGY, N-terminal
EOG092C1J5R	Pyridoxal phosphate-dependent transferase
EOG092C1J6X	Zn(2)-C6 fungal-type DNA-binding domain
EOG092C1J71	tRNA ligase, kinase, fungi
EOG092C1J9Y	Vacuolar protein sorting-associated protein 17
EOG092C1JAC	NAD(P)-binding domain
EOG092C1JB8	NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
EOG092C1JDD	Transmembrane:Helical
EOG092C1JHE	Zinc finger, RING-type
EOG092C1JOF	AP endonuclease 1
EOG092C1JOH	Mannitol dehydrogenase
EOG092C1JTM	Rad21/Rec8-like protein, N-terminal
EOG092C1JVR	P-loop containing nucleoside triphosphate hydrolase
EOG092C1JVU	DNA mismatch repair MutS
EOG092C1JWK	Similarity:Belongs to the chaperonin (HSP60) family.
EOG092C1JX6	ALIX V-shaped domain
EOG092C1JZY	Transmembrane:Helical
EOG092C1K3T	Similarity:Contains FAD-binding FR-type domain.
EOG092C1K74	FAD-linked oxidase, C-terminal
EOG092C1KAD	GMP synthase
EOG092C1KCQ	Methionyl-tRNA synthetase
EOG092C1KDU	Transmembrane:Helical
EOG092C1KE8	Altered inheritance of mitochondria protein 21
EOG092C1KEN	Transmembrane:Helical
