ortho_cluster;name_cluster
EOG0927012G;Heat shock transcription factor family
EOG0927012H;Transmembrane:Helical
EOG0927012K;Transmembrane:Helical
EOG0927012L;Similarity:Belongs to the DEAD box helicase family.
EOG0927012M;UbiB domain
EOG0927012N;Transmembrane:Helical
EOG0927012P;Transmembrane:Helical
EOG0927012Q;Vacuolar import/degradation, Vid27-related
EOG0927012R;Peptidase M20
EOG0927012S;Transmembrane:Helical
EOG0927012U;Glycoside hydrolase superfamily
EOG0927012V;Transmembrane:Helical
EOG0927012W;Rab-GTPase-TBC domain
EOG0927012X;Dihydrofolate reductase
EOG0927012Y;Nucleolar GTP-binding protein 2
EOG0927012Z;Uncharacterized RING finger protein C4G3.12c
EOG09270130;Transmembrane:Helical
EOG09270131;Rab-GTPase-TBC domain
EOG09270132;Aminoacyl-tRNA synthetase, class II
EOG09270133;Meiotic PUF family protein 1
EOG09270134;Zinc finger, C2H2
EOG09270135;arrestin-related trafficking adapter
EOG09270136;NMD3
EOG09270137;Arf3-interacting protein 1, N-terminal domain
EOG09270139;ATP-grasp fold, succinyl-CoA synthetase-type
EOG0927013A;Similarity:Contains CTLH domain.
EOG0927013B;catalase
EOG0927013C;Protein kinase domain
EOG0927013D;Ammonium transporter
EOG0927013E;Hexokinase
EOG0927013G;Sulfate adenylyltransferase
EOG0927013H;Zinc finger, RING-type
EOG0927013I;Hid-1/Ecm30
EOG0927013J;Protein kinase domain
EOG0927013K;Cohesin loading factor
EOG0927013L;tRNA-dihydrouridine synthase
EOG0927013M;Transmembrane:Helical
EOG0927013N;Transmembrane:Helical
EOG0927013O;Translation initiation factor 2A
EOG0927013P;Transmembrane:Helical
EOG0927013Q;Transmembrane:Helical
EOG0927013R;Similarity:Belongs to the tRNA nucleotidyltransferase/poly(A) polymerase family.
EOG0927013S;GB1/RHD3-type guanine nucleotide-binding (G) domain
EOG0927013T;Similarity:Contains 1 basic helix-loop-helix (bHLH) domain.
EOG0927013U;Actin family
EOG0927013V;WD40 repeat
EOG0927013W;Similarity:Contains VHS domain.
EOG0927013X;Similarity:Contains disintegrin domain.
EOG0927013Z;Transmembrane:Helical
EOG09270141;ribosome biogenesis protein brx1
EOG09270142;Rho GTPase activation protein
EOG09270143;CTP synthase
EOG09270144;Coronin
EOG09270145;ARS binding protein 2
EOG09270147;Putative stress-responsive protein
EOG09270148;Similarity:Contains G-patch domain.
EOG09270149;Similarity:Contains USP domain.
EOG0927014A;Asparagine synthase
EOG0927014F;Protein kinase domain
EOG0927014G;Stromalin conservative domain
EOG0927014H;Iron hydrogenase
EOG0927014I;Arrestin C-terminal-like domain
EOG0927014J;Rad21/Rec8-like protein, C-terminal
EOG0927014M;Transmembrane:Helical
EOG0927014N;Amidophosphoribosyltransferase
EOG0927014O;RINT-1/TIP-20
EOG0927014S;Pyridoxamine kinase/Phosphomethylpyrimidine kinase
EOG0927014U;Eisosome protein 1
EOG0927014V;Alkaline phosphatase
EOG0927014W;UTP--glucose-1-phosphate uridylyltransferase
EOG0927014X;DNA glycosylase
EOG0927014Y;EF-hand domain
EOG0927014Z;Leucine-rich repeat domain, L domain-like
EOG09270150;Zinc finger, PHD-type
EOG09270153;Histone acetyltransferase
EOG09270154;WD40 repeat
EOG09270155;Transmembrane:Helical
EOG09270156;DNA polymerase, Y-family, little finger domain
EOG09270157;Uncharacterized transcriptional regulatory protein C1399.05c
EOG09270158;mitochondrial PPR repeat protein Ppr7
EOG09270159;Heat shock protein 70 family
EOG0927015B;Aminoacyl-tRNA synthetase, class II
EOG0927015C;Cation/H+ exchanger
EOG0927015F;Rad21/Rec8-like protein, C-terminal
EOG0927015H;SWI/SNF complex subunit Snf5
EOG0927015I;Zinc finger, GATA-type
EOG0927015J;WD40 repeat
EOG0927015K;Transmembrane:Helical
EOG0927015N;Aminopeptidase P, N-terminal
EOG0927015O;Tetrapyrrole methylase
EOG0927015P;Glycosyl hydrolase, family 13, catalytic domain
EOG0927015Q;Pyridoxal phosphate-dependent transferase
EOG0927015R;FAD-dependent oxidoreductase 2, FAD binding domain
EOG0927015U;Sel1-like repeat
EOG0927015V;Transmembrane:Helical
EOG0927015W;Transmembrane:Helical
EOG0927015X;Replication factor A protein 1
EOG09270160;Similarity:Contains CRAL-TRIO domain.
EOG09270162;Protein kinase domain
EOG09270163;Uncharacterized protein PB7E8.02
EOG09270164;Tetratricopeptide repeat
EOG09270165;5'-3' exonuclease, C-terminal domain
EOG09270168;Zinc finger protein C11D3.17
EOG09270169;Similarity:Belongs to the DEAD box helicase family.
EOG0927016A;Tubulin
EOG0927016D;Histone deacetylase
EOG0927016E;RNA recognition motif domain
EOG0927016F;Origin recognition complex, subunit 2
EOG0927016G;Transmembrane:Helical
EOG0927016H;Transcription factor TFIIH subunit p52/Tfb2
EOG0927016I;Translation elongation factor EFTu/EF1A, domain 2
EOG0927016L;Transmembrane:Helical
EOG0927016M;U4/U6 x U5 tri-snRNP complex subunit Prp3 (predicted)
EOG0927016O;Polyribonucleotide 5-hydroxyl-kinase Clp1
EOG0927016Q;UPF0652 protein C16A11.03c
EOG0927016R;Similarity:Contains PCI domain.
EOG0927016U;Transmembrane:Helical
EOG0927016V;AB hydrolase superfamily protein C4A8.06c
EOG0927016W;WD40 repeat
EOG0927016X;mRNA cleavage and polyadenylation specificity factor complex associated protein
EOG0927016Y;Bacterial surface antigen (D15)
EOG0927016Z;Uncharacterized protein C1A6.05c
EOG09270171;Translation elongation factor EFTu/EF1A, domain 2
EOG09270172;RNA recognition motif domain
EOG09270174;Similarity:Contains 1 PH domain.
EOG09270175;Similarity:Belongs to the DEAD box helicase family.
EOG09270176;Similarity:Belongs to the TCP-1 chaperonin family.
EOG09270178;Pyridoxal phosphate-dependent transferase
EOG09270179;Zinc finger, PHD-type
EOG0927017B;Cwf19-like, C-terminal domain-1
EOG0927017C;RmlC-like cupin domain
EOG0927017D;sequence orphan
EOG0927017E;Transmembrane:Helical
EOG0927017F;Transmembrane:Helical
EOG0927017G;Protein phosphatase PP2A regulatory subunit B
EOG0927017H;Similarity:Contains 1 SET domain.
EOG0927017I;Transmembrane:Helical
EOG0927017K;Similarity:Belongs to the peptidase M16 family.
EOG0927017N;Transmembrane:Helical
EOG0927017R;Glycoside hydrolase superfamily
EOG0927017S;Transmembrane:Helical
EOG0927017T;Signal recognition particle, SRP54 subunit
EOG0927017V;Transmembrane:Helical
EOG0927017W;GTPase activating protein (predicted)
EOG0927017X;Transmembrane:Helical
EOG0927017Y;GDP dissociation inhibitor
EOG0927017Z;Transcription factor TFIIB
EOG09270180;Transmembrane:Helical
EOG09270182;Similarity:Contains MYND-type zinc finger.
EOG09270183;Protein kinase domain
EOG09270184;Saccharopine dehydrogenase, NADP binding domain
EOG09270185;Protein kinase domain
EOG09270186;RNA (C5-cytosine) methyltransferase
EOG09270187;Thiamine pyrophosphate enzyme, central domain
EOG09270189;Kelch-type beta propeller
EOG0927018A;Transmembrane:Helical
EOG0927018B;Protein kinase domain
EOG0927018C;Tyrosyl-DNA phosphodiesterase I
EOG0927018D;RNA recognition motif domain
EOG0927018E;Folylpolyglutamate synthetase
EOG0927018F;UbiB domain
EOG0927018H;Guanine deaminase
EOG0927018I;Transmembrane:Helical
EOG0927018J;D-arabinono-1,4-lactone oxidase
EOG0927018K;DNA primase, large subunit, eukaryotic
EOG0927018M;Signal recognition particle subunit SRP68
EOG0927018N;Transmembrane:Helical
EOG0927018O;Transmembrane:Helical
EOG0927018S;Protein kinase domain
EOG0927018T;Protein kinase domain
EOG0927018U;Uridine kinase
EOG0927018V;Similarity:Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
EOG0927018W;Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
EOG0927018Z;Translation elongation factor EFTu/EF1A, domain 2
EOG09270190;Ribosomal protein S5 domain 2-type fold
EOG09270193;Putative zinc-finger domain
EOG09270194;Protein kinase domain
EOG09270196;Asteroid
EOG09270197;Transmembrane:Helical
EOG09270198;ATPase, AAA-type, core
EOG09270199;Argininosuccinate lyase
EOG0927019A;6-phosphogluconate dehydrogenase C-terminal domain-like
EOG0927019B;DNA binding factor Trf1
EOG0927019C;Protein kinase domain
EOG0927019D;Transmembrane:Helical
EOG0927019E;Protein kinase domain
EOG0927019F;Transmembrane:Helical
EOG0927019G;Protein kinase domain
EOG0927019H;DEAD/DEAH box helicase domain
EOG0927019I;Transmembrane:Helical
EOG0927019K;actin cortical patch protein (predicted)
EOG0927019L;FAD/NAD(P)-binding domain
EOG0927019M;DNA polymerase family X
EOG0927019N;Pyridoxal phosphate-dependent transferase
EOG0927019O;Similarity:Contains F-BAR domain.
EOG0927019R;Transmembrane:Helical
EOG0927019S;PSP, proline-rich
EOG0927019T;tRNA (uracil-O(2)-)-methyltransferase
EOG0927019U;O-acyltransferase
EOG0927019W;Similarity:Contains G-patch domain.
EOG0927019X;Zinc finger, PHD-type
EOG092701A0;FAD-linked oxidase, C-terminal
EOG092701A1;Thiamine phosphate synthase
EOG092701A2;Ubiquitin specific protease domain
EOG092701A3;BRO1 domain
EOG092701A4;Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG092701A5;LAG1, DNA binding
EOG092701A6;GTP cyclohydrolase II
EOG092701A7;Similarity:Belongs to the DEAD box helicase family.
EOG092701AB;Diphthamide synthesis DHP2, eukaryotic
EOG092701AC;Protein kinase domain
EOG092701AE;Protein kinase domain
EOG092701AF;Similarity:Belongs to the SecY/SEC61-alpha family.
EOG092701AG;Transmembrane:Helical
EOG092701AH;Protein arginine N-methyltransferase
EOG092701AI;Similarity:Belongs to the GDA1/CD39 NTPase family.
EOG092701AL;Rik1-associated factor Raf2
EOG092701AM;Golgi transport complex subunit Cog1 (predicted)
EOG092701AN;Peptide chain release factor eRF1/aRF1
EOG092701AO;alpha-1,2-mannosyltransferase Alg11
EOG092701AP;Armadillo-like helical
EOG092701AQ;gamma tubulin complex subunit Gfh1
EOG092701AR;Glycosyl hydrolase, family 13, catalytic domain
EOG092701AS;Peptidase M16, N-terminal
EOG092701AT;SHQ1 protein
EOG092701AU;Transmembrane:Helical
EOG092701AV;ATPase, AAA-type, core
EOG092701AW;Ketopantoate reductase, N-terminal domain
EOG092701AX;Transmembrane:Helical
EOG092701AY;Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal
EOG092701AZ;Protein kinase domain
EOG092701B0;Similarity:Contains 2 ANK repeats.
EOG092701B1;Protein kinase domain
EOG092701B2;FYVE zinc finger
EOG092701B3;two-component GAP Byr4
EOG092701B4;Ribosomal protein S5 domain 2-type fold
EOG092701B6;Uncharacterised protein family UPF0662
EOG092701B7;Similarity:Contains 1 SET domain.
EOG092701B8;EF-hand domain
EOG092701B9;ATP-grasp fold, subdomain 1
EOG092701BA;Similarity:Belongs to the alpha-IPM synthase/homocitrate synthase family.
EOG092701BB;Myristoyl-CoA:protein N-myristoyltransferase
EOG092701BE;Flavin monooxygenase FMO
EOG092701BF;WD40 repeat
EOG092701BG;Zinc finger, DBF-type
EOG092701BH;Transmembrane:Helical
EOG092701BI;AMP-binding, conserved site
EOG092701BJ;Transmembrane:Helical
EOG092701BK;Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
EOG092701BL;Transmembrane:Helical
EOG092701BM;Transmembrane:Helical
EOG092701BN;transcription factor
EOG092701BP;Histone deacetylase
EOG092701BQ;MgsA AAA+ ATPase C-terminal
EOG092701BR;Protein kinase domain
EOG092701BS;Pyridoxal phosphate-dependent transferase
EOG092701BT;Dbl homology (DH) domain
EOG092701BV;Similarity:Contains 2 SH3 domains.
EOG092701BW;Heat shock protein 70 family
EOG092701BZ;BRCT domain
EOG092701C0;sequence orphan
EOG092701C1;Similarity:Contains 1 ANK repeat.
EOG092701C2;translation initiation factor eIF2B gamma subunit (predicted)
EOG092701C3;RING finger protein itt1
EOG092701C4;Glycosyl hydrolase, family 13, catalytic domain
EOG092701C5;Similarity:Contains CTLH domain.
EOG092701C7;Similarity:Contains 1 F-box domain.
EOG092701C8;Similarity:Contains Arf-GAP domain.
EOG092701C9;Transmembrane:Helical
EOG092701CA;BRCT domain
EOG092701CC;Isocitrate dehydrogenase
EOG092701CD;Transmembrane:Helical
EOG092701CF;Protein kinase domain
EOG092701CG;ATPase, AAA-type, core
EOG092701CH;Histidine phosphatase superfamily
EOG092701CI;Similarity:Contains RING-type zinc finger.
EOG092701CK;WD40 repeat
EOG092701CL;Prephenate dehydrogenase
EOG092701CM;Glutamate dehydrogenase
EOG092701CO;tRNA (guanine) methyltransferase Trm5
EOG092701CP;DEAD/DEAH box helicase domain
EOG092701CR;tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
EOG092701CS;BRCT domain
EOG092701CT;Pseudouridine synthase, catalytic domain
EOG092701CU;ATPase, AAA-type, core
EOG092701CW;Transmembrane:Helical
EOG092701CX;Transmembrane:Helical
EOG092701CY;Carbamoyl-phosphate synthase, small subunit
EOG092701CZ;Similarity:Contains N-acetyltransferase domain.
EOG092701D0;Nucleotide-diphospho-sugar transferases
EOG092701D1;Pyridoxal phosphate-dependent transferase
EOG092701D2;Six-hairpin glycosidase
EOG092701D3;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
EOG092701D5;WD40 repeat
EOG092701D8;WD40 repeat
EOG092701D9;Similarity:Belongs to the DEAD box helicase family.
EOG092701DA;Armadillo-type fold
EOG092701DB;WD40 repeat
EOG092701DD;Protein kinase domain
EOG092701DE;YTH domain
EOG092701DG;Zinc finger, C2H2
EOG092701DH;Similarity:Contains 1 SET domain.
EOG092701DI;GIT, Spa2 homology (SHD) domain
EOG092701DJ;Protein kinase domain
EOG092701DK;Pyridoxal phosphate-dependent transferase, major region, subdomain 1
EOG092701DL;WD40 repeat
EOG092701DM;Transmembrane:Helical
EOG092701DN;Similarity:Contains protein kinase domain.
EOG092701DO;Transmembrane:Helical
EOG092701DP;Transmembrane:Helical
EOG092701DQ;Lipase Rog1
EOG092701DU;TFIIH subunit Ssl1/p44
EOG092701DV;Transmembrane:Helical
EOG092701DW;Transmembrane:Helical
EOG092701DX;Transmembrane:Helical
EOG092701DY;Similarity:Contains 3 ANK repeats.
EOG092701DZ;Transmembrane:Helical
EOG092701E0;Argininosuccinate synthase
EOG092701E1;Transmembrane:Helical
EOG092701E2;Basic-leucine zipper domain
EOG092701E5;Protein kinase domain
EOG092701E6;phosphatidylserine decarboxylase Psd2
EOG092701E7;U1 snRNP-associated protein Usp107
EOG092701E9;Transmembrane:Helical
EOG092701EA;Oxysterol-binding protein
EOG092701EB;ATP-dependent RNA helicase Uap56
EOG092701EC;Transmembrane:Helical
EOG092701ED;nucleoporin Nup60
EOG092701EE;RuvB-like
EOG092701EF;Tyrosine specific protein phosphatases domain
EOG092701EG;UBA domain-containing protein 7
EOG092701EH;Histidinol dehydrogenase
EOG092701EI;Glycosyl hydrolase, family 13, catalytic domain
EOG092701EK;Stretch-activated cation channel Mid1
EOG092701EL;Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
EOG092701EM;Similarity:Contains protein kinase domain.
EOG092701EN;Rab-GTPase-TBC domain
EOG092701EO;Similarity:Contains FAD-binding FR-type domain.
EOG092701EP;Transcription factor CRF1/IFH1
EOG092701ER;Transmembrane:Helical
EOG092701ES;NAD kinase
EOG092701ET;Protein kinase domain
EOG092701EU;Protein kinase-like domain
EOG092701EV;LAG1, DNA binding
EOG092701EW;septation protein Uds1
EOG092701EX;Mitochondrial import inner membrane translocase subunit Tim44
EOG092701EY;Tubulin
EOG092701EZ;Transmembrane:Helical
EOG092701F0;Transmembrane:Helical
EOG092701F1;Vacuolar fusion protein MON1
EOG092701F2;Spindle assembly checkpoint component Mad1
EOG092701F4;Transmembrane:Helical
EOG092701F5;Transmembrane:Helical
EOG092701F7;Transmembrane:Helical
EOG092701F8;Transmembrane:Helical
EOG092701FB;3'-5' exonuclease domain
EOG092701FC;RuvB-like
EOG092701FD;RNA (C5-cytosine) methyltransferase
EOG092701FE;Similarity:Belongs to the TCP-1 chaperonin family.
EOG092701FF;Translation protein, beta-barrel domain
EOG092701FG;Aminoacyl-tRNA synthetase, class II
EOG092701FH;Pyridoxal phosphate-dependent transferase
EOG092701FI;DNA polymerase beta, N-terminal domain
EOG092701FL;Ankyrin repeat
EOG092701FM;FAD-binding domain
EOG092701FP;Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III
EOG092701FQ;Protection of telomeres protein 1
EOG092701FR;LsmAD domain
EOG092701FS;DUF89 family protein
EOG092701FT;Tubulin
EOG092701FU;Ammonium transporter
EOG092701FV;DEAD/DEAH box helicase domain
EOG092701FW;Transmembrane:Helical
EOG092701FX;P-loop containing nucleoside triphosphate hydrolase
EOG092701FY;Similarity:Contains Nop domain.
EOG092701G2;Histone acetyltransferases subunit 3
EOG092701G3;sequence orphan
EOG092701G4;RSC complex subunit Sfh1
EOG092701G6;Endonuclease/exonuclease/phosphatase
EOG092701G7;Similarity:Contains peptidase A1 domain.
EOG092701G9;Enolase
EOG092701GA;Protein kinase domain
EOG092701GB;Zinc finger, RING/FYVE/PHD-type
EOG092701GD;Protein kinase domain
EOG092701GE;WD repeat-containing protein
EOG092701GF;gamma tubulin complex subunit Mod21
EOG092701GG;Aminoacyl-tRNA synthetase, class II
EOG092701GH;Mediator complex, subunit Med17
EOG092701GI;sequence orphan Meu25
EOG092701GJ;Ketol-acid reductoisomerase
EOG092701GK;Alcohol dehydrogenase superfamily, zinc-type
EOG092701GL;tRNA guanosine-2'-O-methyltransferase, TRM11
EOG092701GN;Phox homologous domain
EOG092701GO;Diphthamide synthesis DPH1/DPH2
EOG092701GQ;Zinc finger, PHD-type
EOG092701GR;Transmembrane:Helical
EOG092701GS;Pyridoxal phosphate-dependent transferase
EOG092701GT;Smr domain-containing protein C1235.03
EOG092701GV;Active Site:Proton donor
EOG092701GW;Protein kinase domain
EOG092701GX;GTP binding domain
EOG092701GZ;Nuclear protein localization protein 4
EOG092701H2;Nitrogen permease regulator 2
EOG092701H3;Transmembrane:Helical
EOG092701H4;Similarity:Belongs to the actin family.
EOG092701H5;Transmembrane:Helical
EOG092701H6;Actin interacting protein 3
EOG092701H7;Meiotically up-regulated gene 132 protein
EOG092701H9;Transmembrane:Helical
EOG092701HA;Conserved oligomeric Golgi complex, subunit 3
EOG092701HB;ATPase, AAA-type, core
EOG092701HD;DNA polymerase delta/II small subunit family
EOG092701HE;Similarity:Contains JmjC domain.
EOG092701HI;Creatinase, N-terminal
EOG092701HJ;WD40 repeat
EOG092701HL;Transmembrane:Helical
EOG092701HM;Vacuolar protein sorting protein 36, GLUE domain
EOG092701HN;Transmembrane:Helical
EOG092701HO;Transmembrane:Helical
EOG092701HP;SMI1/KNR4-like domain
EOG092701HQ;Transmembrane:Helical
EOG092701HR;Phosphoglycerate kinase
EOG092701HT;WD40 repeat
EOG092701HU;Similarity:Belongs to the DEAD box helicase family.
EOG092701HV;Orn/DAP/Arg decarboxylase 2, C-terminal
EOG092701HW;Glutamate-5-semialdehyde dehydrogenase
EOG092701HX;BRCT domain
EOG092701HZ;Sterile alpha motif domain
EOG092701I0;Hexokinase
EOG092701I1;Sirtuin family, catalytic core domain
EOG092701I2;Active Site:Nucleophile
EOG092701I3;Transmembrane:Helical
EOG092701I4;Similarity:Contains USP domain.
EOG092701I6;Uncharacterized protein mdb1
EOG092701I7;tRNA-dihydrouridine synthase
EOG092701I8;Transmembrane:Helical
EOG092701I9;mitochondrial PPR repeat protein Ppr8
EOG092701IA;PPM-type phosphatase domain
EOG092701IB;Phosphatidate cytidylyltransferase
EOG092701ID;Pyridoxal phosphate-dependent transferase
EOG092701IE;Protein-tyrosine-phosphatase
EOG092701IF;Oxysterol-binding protein
EOG092701IG;protein phosphatase regulatory subunit Reg1 (predicted)
EOG092701IJ;Zn(2)-C6 fungal-type DNA-binding domain
EOG092701IK;Mitochondrial protein Pet127
EOG092701IL;Protein kinase domain
EOG092701IM;Transmembrane:Helical
EOG092701IO;Queuine tRNA-ribosyltransferase
EOG092701IP;Transmembrane:Helical
EOG092701IR;Transmembrane:Helical
EOG092701IS;Transmembrane:Helical
EOG092701IT;Protein kinase domain
EOG092701IU;Endoplasmic reticulum oxidoreductin 1
EOG092701IV;Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
EOG092701IW;Adenylosuccinate synthetase
EOG092701IX;Similarity:Belongs to the DEAD box helicase family.
EOG092701IY;WD40 repeat
EOG092701IZ;Phosphoribosyl-ATP pyrophosphohydrolase
EOG092701J0;WD40 repeat
EOG092701J1;Translation elongation factor EFTu/EF1A, C-terminal
EOG092701J2;TGS-like domain
