id_Uniprot;id_NCBI;protein_recommended_name;id_pfam
CATC_MOUSE;13032;Dipeptidyl peptidase 1;PF08773|PF00112
CATD_HUMAN;1509;Cathepsin D;PF07966|PF00026
CATD_MOUSE;13033;Cathepsin D;PF07966|PF00026
CATE_HUMAN;1510;Cathepsin E;PF07966|PF00026
CATE_MOUSE;13034;Cathepsin E;PF07966|PF00026
CATF_HUMAN;8722;Cathepsin F;PF08246|PF00112
CATF_MOUSE;56464;Cathepsin F;PF08246|PF00112
CATG_HUMAN;1511;Cathepsin G;PF00089
CATG_MOUSE;13035;Cathepsin G;PF00089
CATH_HUMAN;1512;Pro-cathepsin H;PF08246|PF00112
CATH_MOUSE;13036;Pro-cathepsin H;PF08246|PF00112
CATIN_CAEEL;175066;Cactin;PF10312|PF09732
CATIN_DANRE;100126813;Cactin;PF10312|PF09732
CATIN_DROME;33043;Cactin;PF10312|PF09732
CATIN_HUMAN;58509;Cactin;PF10312|PF09732
CATIN_MOUSE;70312;Cactin;PF10312|PF09732
CATJ_MOUSE;26898;Cathepsin J;PF08246|PF00112
CATK_HUMAN;1513;Cathepsin K;PF08246|PF00112
CATK_MOUSE;13038;Cathepsin K;PF08246|PF00112
CATL1_HUMAN;1514;Cathepsin L1;PF08246|PF00112
CATL1_MOUSE;13039;Cathepsin L1;PF08246|PF00112
CATL2_HUMAN;1515;Cathepsin L2;PF08246|PF00112
CATL_DROME;36546;Cathepsin L;PF08246|PF00112
CATM_MOUSE;64139;Cathepsin M;PF08246|PF00112
CATO_HUMAN;1519;Cathepsin O;PF00112
CATO_MOUSE;229445;Cathepsin O;PF00112
CATP5_CAEEL;181067;Cation-transporting ATPase catp-5;PF12409
CATR_MOUSE;56835;Cathepsin R;PF08246|PF00112
CATS_HUMAN;1520;Cathepsin S;PF08246|PF00112
CATS_MOUSE;13040;Cathepsin S;PF08246|PF00112
CATW_HUMAN;1521;Cathepsin W;PF08246|PF00112
CATW_MOUSE;13041;Cathepsin W;PF08246|PF00112
CATZ_HUMAN;1522;Cathepsin Z;PF00112
CATZ_MOUSE;64138;Cathepsin Z;PF00112
CAT_ECOLX;18157747;Chloramphenicol acetyltransferase;PF00302
CAUP_DROME;39440;Homeobox protein caupolican;PF05920
CAV1_CAEEL;177815;Caveolin-1;PF01146
CAV1_HUMAN;857;Caveolin-1;PF01146
CAV1_MOUSE;12389;Caveolin-1;PF01146
CAV2_CAEEL;179838;Caveolin-2;PF01146
CAV2_HUMAN;858;Caveolin-2;PF01146
CAV2_MOUSE;12390;Caveolin-2;PF01146
CAV3_HUMAN;859;Caveolin-3;PF01146
CAV3_MOUSE;12391;Caveolin-3;PF01146
CAVN1_HUMAN;284119;Caveolae-associated protein 1;PF15237
CAVN1_MOUSE;19285;Caveolae-associated protein 1;PF15237
CAVN2_HUMAN;8436;Caveolae-associated protein 2;PF15237
CAVN2_MOUSE;20324;Caveolae-associated protein 2;PF15237
CAVN3_HUMAN;112464;Caveolae-associated protein 3;PF15237
CAVN3_MOUSE;109042;Caveolae-associated protein 3;PF15237
CAVN4_HUMAN;347273;Caveolae-associated protein 4;PF15237
CAVN4_MOUSE;68016;Caveolae-associated protein 4;PF15237
CAZA1_HUMAN;829;F-actin-capping protein subunit alpha-1;PF01267
CAZA1_MOUSE;12340;F-actin-capping protein subunit alpha-1;PF01267
CAZA2_HUMAN;830;F-actin-capping protein subunit alpha-2;PF01267
CAZA2_MOUSE;12343;F-actin-capping protein subunit alpha-2;PF01267
CAZA3_HUMAN;93661;F-actin-capping protein subunit alpha-3;PF01267
CAZA3_MOUSE;12344;F-actin-capping protein subunit alpha-3;PF01267
CAZ_DROME;32587;RNA-binding protein cabeza;PF00076|PF00641
CB042_HUMAN;54980;Uncharacterized protein C2orf42;PF14952
CB042_MOUSE;232196;Uncharacterized protein C2orf42 homolog;PF14952
CB054_HUMAN;79919;Uncharacterized protein C2orf54;PF03281
CB054_MOUSE;71874;Uncharacterized protein C2orf54 homolog;PF03281
CB066_HUMAN;401027;Uncharacterized protein C2orf66;PF15846
CB068_DANRE;100001127;UPF0561 protein C2orf68 homolog;PF10573
CB068_HUMAN;388969;UPF0561 protein C2orf68;PF10573
CB068_MOUSE;68364;UPF0561 protein C2orf68 homolog;PF10573
CB069_DANRE;777620;UPF0565 protein C2orf69 homolog;PF10561
CB069_HUMAN;205327;UPF0565 protein C2orf69;PF10561
CB069_MOUSE;73467;UPF0565 protein C2orf69 homolog;PF10561
CB070_HUMAN;339778;UPF0573 protein C2orf70;PF10629
CB070_MOUSE;75434;UPF0573 protein C2orf70 homolog;PF10629
CB071_HUMAN;388939;Uncharacterized protein C2orf71;PF15449
CB071_MOUSE;225004;Uncharacterized protein C2orf71 homolog;PF15449
CB072_HUMAN;257407;Uncharacterized protein C2orf72;PF15443
CB072_MOUSE;72792;Uncharacterized protein C2orf72 homolog;PF15443
CB073_HUMAN;129852;Uncharacterized protein C2orf73;PF15667
CB073_MOUSE;75087;Uncharacterized protein C2orf73 homolog;PF15667
CB074_HUMAN;339804;Uncharacterized protein C2orf74;PF15484
CB074_MOUSE;67358;Uncharacterized protein C2orf74 homolog;PF15484
CB076_DANRE;447937;UPF0538 protein C2orf76 homolog;PF10209
CB076_HUMAN;130355;UPF0538 protein C2orf76;PF10209
CB076_MOUSE;73103;UPF0538 protein C2orf76 homolog;PF10209
CB078_HUMAN;388960;Uncharacterized protein C2orf78;PF15442
CB078_MOUSE;434172;Uncharacterized protein C2orf78 homolog;PF15442
CB081_MOUSE;71837;Uncharacterized protein C2orf81 homolog;PF15479
CB082_HUMAN;389084;Uncharacterized protein C2orf82;PF15756
CB082_MOUSE;73234;Uncharacterized protein C2orf82 homolog;PF15756
CB083_HUMAN;56918;Folate transporter-like protein C2orf83;PF01770
CB21_TOBAC;107764358;Chlorophyll a-b binding protein 16, chloroplastic;PF00504
CB22_TOBAC;107775016;Chlorophyll a-b binding protein 21, chloroplastic;PF00504
CB24_TOBAC;107772663;Chlorophyll a-b binding protein 40, chloroplastic;PF00504
CB27_TOBAC;107791896;Chlorophyll a-b binding protein 7, chloroplastic;PF00504
CB39L_HUMAN;81617;Calcium-binding protein 39-like;PF08569
CB39L_MOUSE;69008;Calcium-binding protein 39-like;PF08569
CB5D1_DANRE;795592;Cytochrome b5 domain-containing protein 1;PF00173
CB5D1_HUMAN;124637;Cytochrome b5 domain-containing protein 1;PF00173
CB5D1_MOUSE;327951;Cytochrome b5 domain-containing protein 1;PF00173
CBCO1_HUMAN;219621;Ciliary-associated calcium-binding coiled-coil protein 1;PF14769
CBCO1_MOUSE;73287;Ciliary-associated calcium-binding coiled-coil protein 1;PF14769
CBF11_SCHPO;2539560;Transcription factor cbf11;PF09270|PF09271
CBF12_SCHPO;2539119;Transcription factor cbf12;PF09270|PF09271
CBF5_SCHPO;2542481;H/ACA ribonucleoprotein complex subunit 4;PF08068|PF01472|PF16198|PF01509
CBG_HUMAN;866;Corticosteroid-binding globulin;PF00079
CBG_MOUSE;12401;Corticosteroid-binding globulin;PF00079
CBH1_SCHPO;2543290;CENP-B homolog protein 1;PF03184|PF03221
CBH2_SCHPO;2539728;CENP-B homolog protein 2;PF03184|PF03221
CBLB_HUMAN;868;E3 ubiquitin-protein ligase CBL-B;PF02262|PF02761|PF02762
CBLB_MOUSE;208650;E3 ubiquitin-protein ligase CBL-B;PF02262|PF02761|PF02762
CBLC_HUMAN;23624;E3 ubiquitin-protein ligase CBL-C;PF02262|PF02761|PF02762
CBLC_MOUSE;80794;E3 ubiquitin-protein ligase CBL-C;PF02262|PF02761|PF02762
CBLN1_HUMAN;869;Cerebellin-1;PF00386
CBLN1_MOUSE;12404;Cerebellin-1;PF00386
CBLN2_HUMAN;147381;Cerebellin-2;PF00386
CBLN2_MOUSE;12405;Cerebellin-2;PF00386
CBLN3_HUMAN;643866;Cerebellin-3;PF00386
CBLN3_MOUSE;56410;Cerebellin-3;PF00386
CBLN4_HUMAN;140689;Cerebellin-4;PF00386
CBLN4_MOUSE;228942;Cerebellin-4;PF00386
CBL_HUMAN;867;E3 ubiquitin-protein ligase CBL;PF02262|PF02761|PF02762|PF00627
CBL_MOUSE;12402;E3 ubiquitin-protein ligase CBL;PF02262|PF02761|PF02762|PF00627
CBL_SCHPO;2539019;Cystathionine beta-lyase;PF01053
CBP1_CAEEL;176380;Protein cbp-1;PF00439|PF06001|PF08214|PF02172|PF02135|PF00569
CBP3_SCHPO;2539468;CBP3-like protein;PF03981
CBP4_SCHPO;2540590;Assembly factor cbp4;PF07960
CBPA1_DROME;34297;Zinc carboxypeptidase A 1;PF00246|PF02244
CBPA1_HUMAN;1357;Carboxypeptidase A1;PF00246|PF02244
CBPA1_MOUSE;109697;Carboxypeptidase A1;PF00246|PF02244
CBPA2_HUMAN;1358;Carboxypeptidase A2;PF00246|PF02244
CBPA2_MOUSE;232680;Carboxypeptidase A2;PF00246|PF02244
CBPA3_HUMAN;1359;Mast cell carboxypeptidase A;PF00246|PF02244
CBPA3_MOUSE;12873;Mast cell carboxypeptidase A;PF00246|PF02244
CBPA4_HUMAN;51200;Carboxypeptidase A4;PF00246|PF02244
CBPA4_MOUSE;71791;Carboxypeptidase A4;PF00246|PF02244
CBPA5_HUMAN;93979;Carboxypeptidase A5;PF00246|PF02244
CBPA5_MOUSE;74649;Carboxypeptidase A5;PF00246|PF02244
CBPA6_HUMAN;57094;Carboxypeptidase A6;PF00246|PF02244
CBPA6_MOUSE;329093;Carboxypeptidase A6;PF00246|PF02244
CBPB1_HUMAN;1360;Carboxypeptidase B;PF00246|PF02244
CBPB2_HUMAN;1361;Carboxypeptidase B2;PF00246|PF02244
CBPB2_MOUSE;56373;Carboxypeptidase B2;PF00246|PF02244
CBPC1_CAEEL;172241;Cytosolic carboxypeptidase 1;PF00246
CBPC1_DANRE;554164;Cytosolic carboxypeptidase 1;PF00246
CBPC1_HUMAN;23287;Cytosolic carboxypeptidase 1;PF00246
CBPC1_MOUSE;67269;Cytosolic carboxypeptidase 1;PF00246
CBPC2_HUMAN;79841;Cytosolic carboxypeptidase 2;PF00246
CBPC2_MOUSE;271813;Cytosolic carboxypeptidase 2;PF00246
CBPC3_HUMAN;340351;Cytosolic carboxypeptidase 3;PF00246
CBPC3_MOUSE;76223;Cytosolic carboxypeptidase 3;PF00246
CBPC4_MOUSE;244071;Cytosolic carboxypeptidase 4;PF00246
CBPC5_DANRE;445479;Cytosolic carboxypeptidase-like protein 5;PF00246
CBPC5_HUMAN;60509;Cytosolic carboxypeptidase-like protein 5;PF00246
CBPC5_MOUSE;231093;Cytosolic carboxypeptidase-like protein 5;PF00246
CBPC6_CAEEL;184043;Cytosolic carboxypeptidase 6;PF00246
CBPC6_HUMAN;84871;Cytosolic carboxypeptidase 6;PF00246
CBPC6_MOUSE;78933;Cytosolic carboxypeptidase 6;PF00246
CBPD_DROME;30998;Carboxypeptidase D;PF00246
CBPD_HUMAN;1362;Carboxypeptidase D;PF00246
CBPD_MOUSE;12874;Carboxypeptidase D;PF00246
CBPE_CAEEL;177940;Carboxypeptidase E;PF00246
CBPE_HUMAN;1363;Carboxypeptidase E;PF00246
CBPE_MOUSE;12876;Carboxypeptidase E;PF00246
CBPM_HUMAN;1368;Carboxypeptidase M;PF00246
CBPM_MOUSE;70574;Carboxypeptidase M;PF00246
CBPN_HUMAN;1369;Carboxypeptidase N catalytic chain;PF00246
CBPN_MOUSE;93721;Carboxypeptidase N catalytic chain;PF00246
CBPO_DANRE;100005630;Carboxypeptidase O;PF00246
CBPO_HUMAN;130749;Carboxypeptidase O;PF00246
CBPQ_HUMAN;10404;Carboxypeptidase Q;PF04389
CBPQ_MOUSE;54381;Carboxypeptidase Q;PF04389
CBPY_SCHPO;2542465;Carboxypeptidase Y;PF00450
CBPZ_HUMAN;8532;Carboxypeptidase Z;PF01392|PF00246
CBPZ_MOUSE;242939;Carboxypeptidase Z;PF01392|PF00246
CBP_HUMAN;1387;CREB-binding protein;PF00439|PF09030|PF06001|PF08214|PF02172|PF02135|PF00569
CBR1_HUMAN;873;Carbonyl reductase [NADPH] 1;PF00106
CBR1_MOUSE;12408;Carbonyl reductase [NADPH] 1;PF00106
CBR3_HUMAN;874;Carbonyl reductase [NADPH] 3;PF00106
CBR3_MOUSE;109857;Carbonyl reductase [NADPH] 3;PF00106
CBSL_HUMAN;102724560;Cystathionine beta-synthase-like protein;PF00571|PF00291
CBS_HUMAN;102724560;Cystathionine beta-synthase;PF00571|PF00291
CBS_MOUSE;12411;Cystathionine beta-synthase;PF00571|PF00291
CBWD1_HUMAN;55871;COBW domain-containing protein 1;PF02492|PF07683
CBWD1_MOUSE;226043;COBW domain-containing protein 1;PF02492|PF07683
CBWD2_HUMAN;150472;COBW domain-containing protein 2;PF02492|PF07683
CBWD3_HUMAN;220869;COBW domain-containing protein 3;PF02492|PF07683
CBWD5_HUMAN;220869;COBW domain-containing protein 5;PF02492|PF07683
CBWD6_HUMAN;644019;COBW domain-containing protein 6;PF02492|PF07683
CBX1_HUMAN;10951;Chromobox protein homolog 1;PF00385|PF01393
CBX1_MOUSE;12412;Chromobox protein homolog 1;PF00385|PF01393
CBX2_HUMAN;84733;Chromobox protein homolog 2;PF17218|PF00385
CBX2_MOUSE;12416;Chromobox protein homolog 2;PF17218|PF00385
CBX3_HUMAN;11335;Chromobox protein homolog 3;PF00385|PF01393
CBX4_HUMAN;8535;E3 SUMO-protein ligase CBX4;PF17218|PF00385
CBX4_MOUSE;12418;E3 SUMO-protein ligase CBX4;PF17218|PF00385
CBX5_HUMAN;23468;Chromobox protein homolog 5;PF00385|PF01393
CBX5_MOUSE;12419;Chromobox protein homolog 5;PF00385|PF01393
CBX6_HUMAN;23466;Chromobox protein homolog 6;PF17218|PF00385
CBX6_MOUSE;494448;Chromobox protein homolog 6;PF17218|PF00385
CBX7_HUMAN;23492;Chromobox protein homolog 7;PF17218|PF00385
CBX7_MOUSE;52609;Chromobox protein homolog 7;PF17218|PF00385
CBX8_HUMAN;57332;Chromobox protein homolog 8;PF17218|PF00385
CBX8_MOUSE;30951;Chromobox protein homolog 8;PF17218|PF00385
CBY1_HUMAN;25776;Protein chibby homolog 1;PF14645
CBY1_MOUSE;73739;Protein chibby homolog 1;PF14645
CBY3_HUMAN;646019;Protein chibby homolog 3;PF14645
CC014_HUMAN;57415;Uncharacterized protein C3orf14;PF15134
CC014_MOUSE;218734;Uncharacterized protein C3orf14 homolog;PF15134
CC020_HUMAN;84077;Uncharacterized protein C3orf20;PF14977
CC020_MOUSE;381798;Uncharacterized protein C3orf20 homolog;PF14977
CC038_HUMAN;285237;Uncharacterized protein C3orf38;PF15008
CC038_MOUSE;67609;Uncharacterized protein C3orf38 homolog;PF15008
CC062_HUMAN;375341;Uncharacterized protein C3orf62;PF15830
CC062_MOUSE;112418;Uncharacterized protein C3orf62 homolog;PF15830
CC067_HUMAN;200844;Uncharacterized protein C3orf67;PF05018
CC067_MOUSE;74430;Uncharacterized protein C3orf67 homolog;PF05018
CC070_HUMAN;285382;UPF0524 protein C3orf70;PF15823
CC070_MOUSE;72190;UPF0524 protein C3orf70 homolog;PF15823
CC080_HUMAN;401097;Uncharacterized membrane protein C3orf80;PF15843
CC080_MOUSE;68725;Uncharacterized membrane protein C3orf80 homolog;PF15843
CC084_HUMAN;646498;Uncharacterized protein C3orf84;PF15115
CC103_DANRE;437026;Coiled-coil domain-containing protein 103;PF15867|PF13877
CC103_HUMAN;388389;Coiled-coil domain-containing protein 103;PF15867|PF13877
CC103_MOUSE;73293;Coiled-coil domain-containing protein 103;PF15867|PF13877
CC106_HUMAN;29903;Coiled-coil domain-containing protein 106;PF15794
CC106_MOUSE;232821;Coiled-coil domain-containing protein 106;PF15794
CC113_DANRE;450041;Coiled-coil domain-containing protein 113;PF13870
CC113_HUMAN;29070;Coiled-coil domain-containing protein 113;PF13870
CC113_MOUSE;244608;Coiled-coil domain-containing protein 113;PF13870
CC116_HUMAN;164592;Coiled-coil domain-containing protein 116;PF15774
CC116_MOUSE;76872;Coiled-coil domain-containing protein 116;PF15774
CC117_HUMAN;150275;Coiled-coil domain-containing protein 117;PF15810
CC117_MOUSE;104479;Coiled-coil domain-containing protein 117;PF15810
CC120_HUMAN;90060;Coiled-coil domain-containing protein 120;PF11819
CC120_MOUSE;54648;Coiled-coil domain-containing protein 120;PF11819
CC121_HUMAN;79635;Coiled-coil domain-containing protein 121;PF14988
CC124_DANRE;393537;Coiled-coil domain-containing protein 124;PF06244
CC124_HUMAN;115098;Coiled-coil domain-containing protein 124;PF06244
CC124_MOUSE;234388;Coiled-coil domain-containing protein 124;PF06244
CC124_SCHPO;2540542;Coiled-coil domain-containing protein 124 homolog;PF06244
CC126_HUMAN;90693;Coiled-coil domain-containing protein 126;PF15027
CC126_MOUSE;57895;Coiled-coil domain-containing protein 126;PF15027
CC129_HUMAN;223075;Coiled-coil domain-containing protein 129;PF14722|PF14723
CC129_MOUSE;232016;Coiled-coil domain-containing protein 129;PF14722|PF14723
CC130_CAEEL;174518;Coiled-coil domain-containing protein 130 homolog;PF04502
CC130_DANRE;402887;Coiled-coil domain-containing protein 130 homolog;PF04502
CC130_DROME;37178;Coiled-coil domain-containing protein 130 homolog;PF04502
CC130_HUMAN;81576;Coiled-coil domain-containing protein 130;PF04502
CC130_MOUSE;67736;Coiled-coil domain-containing protein 130;PF04502
CC134_HUMAN;79879;Coiled-coil domain-containing protein 134;PF15002
CC134_MOUSE;76457;Coiled-coil domain-containing protein 134;PF15002
CC142_HUMAN;84865;Coiled-coil domain-containing protein 142;PF14923
CC142_MOUSE;243510;Coiled-coil domain-containing protein 142;PF14923
CC149_CAEEL;185121;Coiled-coil domain-containing protein 149;PF09789
CC149_HUMAN;91050;Coiled-coil domain-containing protein 149;PF09789
CC14A_DANRE;565969;Dual specificity protein phosphatase CDC14AB;PF00782|PF14671
CC14A_HUMAN;8556;Dual specificity protein phosphatase CDC14A;PF00782|PF14671
CC14A_MOUSE;229776;Dual specificity protein phosphatase CDC14A;PF00782|PF14671
CC14B_HUMAN;8555;Dual specificity protein phosphatase CDC14B;PF00782|PF14671
CC14B_MOUSE;218294;Dual specificity protein phosphatase CDC14B;PF00782|PF14671
CC154_HUMAN;645811;Coiled-coil domain-containing protein 154;PF15450
CC154_MOUSE;207209;Coiled-coil domain-containing protein 154;PF15450
CC166_HUMAN;100130274;Coiled-coil domain-containing protein 166;PF14988
CC167_DANRE;556080;Coiled-coil domain-containing protein 167;PF15188
CC167_HUMAN;154467;Coiled-coil domain-containing protein 167;PF15188
CC167_MOUSE;68597;Coiled-coil domain-containing protein 167;PF15188
CC169_HUMAN;728591;Coiled-coil domain-containing protein 169;PF15372
CC169_MOUSE;320604;Coiled-coil domain-containing protein 169;PF15372
CC174_HUMAN;51244;Coiled-coil domain-containing protein 174;PF13300
CC174_MOUSE;232236;Coiled-coil domain-containing protein 174;PF13300
CC177_HUMAN;56936;Coiled-coil domain-containing protein 177;PF15558
CC177_MOUSE;380768;Coiled-coil domain-containing protein 177;PF15558
CC182_HUMAN;101927581;Coiled-coil domain-containing protein 182;PF15835
CC182_MOUSE;74297;Coiled-coil domain-containing protein 182;PF15835
CC184_HUMAN;387856;Coiled-coil domain-containing protein 184;PF15726
CC184_MOUSE;239650;Coiled-coil domain-containing protein 184;PF15726
CC185_HUMAN;164127;Coiled-coil domain-containing protein 185;PF15558
CC188_HUMAN;388849;Coiled-coil domain-containing protein 188;PF14992
CC189_HUMAN;90835;Coiled-coil domain-containing protein 189;PF14769
CC189_MOUSE;233899;Coiled-coil domain-containing protein 189;PF14769
CC190_HUMAN;339512;Coiled-coil domain-containing protein 190;PF15768
CC190_MOUSE;78465;Coiled-coil domain-containing protein 190;PF15768
CC198_HUMAN;55195;Uncharacterized protein CCDC198;PF15398
CC198_MOUSE;67082;Uncharacterized protein CCDC198;PF15398
CC1L1_MOUSE;12770;C-C chemokine receptor 1-like protein 1;PF00001
CC21A_MOUSE;100504362;C-C motif chemokine 21a;PF00048
CC21B_MOUSE;100041504;C-C motif chemokine 21b;PF00048
CC21C_MOUSE;100041504;C-C motif chemokine 21c;PF00048
CC28A_HUMAN;25901;Coiled-coil domain-containing protein 28A;PF13270
CC28B_HUMAN;79140;Coiled-coil domain-containing protein 28B;PF13270
CC28B_MOUSE;66264;Coiled-coil domain-containing protein 28B;PF13270
CC44_CAEEL;173936;Probable cytochrome P450 CYP44;PF00067
CC4L_HUMAN;388372;C-C motif chemokine 4-like;PF00048
CC50A_HUMAN;55754;Cell cycle control protein 50A;PF03381
CC50A_MOUSE;69981;Cell cycle control protein 50A;PF03381
CC50B_HUMAN;161291;Cell cycle control protein 50B;PF03381
CC50B_MOUSE;238257;Cell cycle control protein 50B;PF03381
CC50C_MOUSE;71027;Cell cycle control protein 50C;PF03381
CC70A_DANRE;100000151;UPF0524 protein C3orf70 homolog A;PF15823
CC70B_DANRE;100002095;UPF0524 protein C3orf70 homolog B;PF15823
CC71L_HUMAN;168455;Coiled-coil domain-containing protein 71L;PF15374
CC74A_HUMAN;90557;Coiled-coil domain-containing protein 74A;PF14917
CC74B_HUMAN;91409;Coiled-coil domain-containing protein 74B;PF14917
CC85A_HUMAN;114800;Coiled-coil domain-containing protein 85A;PF10226
CC85A_MOUSE;216613;Coiled-coil domain-containing protein 85A;PF10226
CC85B_HUMAN;11007;Coiled-coil domain-containing protein 85B;PF10226
CC85B_MOUSE;240514;Coiled-coil domain-containing protein 85B;PF10226
CC85C_HUMAN;317762;Coiled-coil domain-containing protein 85C;PF10226
CC85C_MOUSE;668158;Coiled-coil domain-containing protein 85C;PF10226
CC88B_HUMAN;283234;Coiled-coil domain-containing protein 88B;PF05622
CC88B_MOUSE;78317;Coiled-coil domain-containing protein 88B;PF05622
CC90B_HUMAN;60492;Coiled-coil domain-containing protein 90B, mitochondrial;PF07798
CC90B_MOUSE;66365;Coiled-coil domain-containing protein 90B, mitochondrial;PF07798
CCA1_SCHPO;2542977;Putative CCA tRNA nucleotidyltransferase 1;PF01743|PF12627
CCA2_SCHPO;2539578;Putative CCA tRNA nucleotidyltransferase 2;PF01743|PF12627
CCAPR_DROME;2768688;Cardioacceleratory peptide receptor;PF00001
CCAP_DROME;42683;Cardioactive peptide;PF11105
CCAR1_HUMAN;55749;Cell division cycle and apoptosis regulator protein 1;PF14443|PF14444|PF02037
CCAR1_MOUSE;67500;Cell division cycle and apoptosis regulator protein 1;PF14443|PF14444|PF02037
CCAR2_HUMAN;57805;Cell cycle and apoptosis regulator protein 2;PF14443|PF14444
CCAR2_MOUSE;219158;Cell cycle and apoptosis regulator protein 2;PF14443|PF14444
CCBE1_DANRE;555629;Collagen and calcium-binding EGF domain-containing protein 1;PF01391
CCBE1_HUMAN;147372;Collagen and calcium-binding EGF domain-containing protein 1;PF01391|PF07645
CCBE1_MOUSE;320924;Collagen and calcium-binding EGF domain-containing protein 1;PF01391
CCCP_DROME;31252;Circadian clock-controlled protein;PF06585
CCD12_HUMAN;151903;Coiled-coil domain-containing protein 12;PF08315
CCD12_MOUSE;72654;Coiled-coil domain-containing protein 12;PF08315
CCD14_HUMAN;64770;Coiled-coil domain-containing protein 14;PF15254
CCD14_MOUSE;239839;Coiled-coil domain-containing protein 14;PF15254
CCD1D_DROME;2768720;Probable cytochrome P450 12d1 distal, mitochondrial;PF00067
CCD1P_DROME;246648;Probable cytochrome P450 12d1 proximal, mitochondrial;PF00067
CCD22_DANRE;556259;Coiled-coil domain-containing protein 22;PF05667
CCD22_DROME;39888;Coiled-coil domain-containing protein 22 homolog;PF05667
CCD22_HUMAN;28952;Coiled-coil domain-containing protein 22;PF05667
CCD22_MOUSE;54638;Coiled-coil domain-containing protein 22;PF05667
CCD24_HUMAN;149473;Coiled-coil domain-containing protein 24;PF15669
CCD25_DANRE;393359;Coiled-coil domain-containing protein 25;PF05670
CCD25_HUMAN;55246;Coiled-coil domain-containing protein 25;PF05670
CCD25_MOUSE;67179;Coiled-coil domain-containing protein 25;PF05670
CCD30_HUMAN;728621;Coiled-coil domain-containing protein 30;PF15742
CCD30_MOUSE;73332;Coiled-coil domain-containing protein 30;PF15742
CCD32_HUMAN;90416;Coiled-coil domain-containing protein 32;PF14989
CCD33_HUMAN;80125;Coiled-coil domain-containing protein 33;PF00168
CCD33_MOUSE;382077;Coiled-coil domain-containing protein 33;PF00168
CCD38_HUMAN;120935;Coiled-coil domain-containing protein 38;PF13863
CCD38_MOUSE;237465;Coiled-coil domain-containing protein 38;PF13863
CCD42_HUMAN;146849;Coiled-coil domain-containing protein 42;PF13863
CCD42_MOUSE;276920;Coiled-coil domain-containing protein 42;PF13863
CCD47_DANRE;447812;Coiled-coil domain-containing protein 47;PF07946
CCD47_HUMAN;57003;Coiled-coil domain-containing protein 47;PF07946
CCD47_MOUSE;67163;Coiled-coil domain-containing protein 47;PF07946
CCD50_HUMAN;152137;Coiled-coil domain-containing protein 50;PF15295
CCD50_MOUSE;67501;Coiled-coil domain-containing protein 50;PF15295
CCD58_DANRE;393780;Coiled-coil domain-containing protein 58;PF09774
CCD58_HUMAN;131076;Coiled-coil domain-containing protein 58;PF09774
CCD58_MOUSE;381045;Coiled-coil domain-containing protein 58;PF09774
CCD60_HUMAN;160777;Coiled-coil domain-containing protein 60;PF15769
CCD60_MOUSE;269693;Coiled-coil domain-containing protein 60;PF15769
CCD71_HUMAN;64925;Coiled-coil domain-containing protein 71;PF15374
CCD71_MOUSE;72454;Coiled-coil domain-containing protein 71;PF15374
CCD73_HUMAN;493860;Coiled-coil domain-containing protein 73;PF15818
CCD73_MOUSE;211936;Coiled-coil domain-containing protein 73;PF15818
CCD78_HUMAN;124093;Coiled-coil domain-containing protein 78;PF14739
