id_Uniprot;id_ENSEMBL;protein_recommended_name;id_pfam
FBW10_HUMAN;ENSG00000171931;F-box/WD repeat-containing protein 10;PF00400
FBW12_HUMAN;ENSG00000164049;F-box/WD repeat-containing protein 12;PF12937
FBW1A_HUMAN;ENSG00000166167;F-box/WD repeat-containing protein 1A;PF12125|PF12937|PF00400
FBW1B_HUMAN;ENSG00000072803;F-box/WD repeat-containing protein 11;PF12125|PF12937|PF00400
FBX10_HUMAN;ENSG00000147912;F-box only protein 10;PF12937|PF05048
FBX11_HUMAN;ENSG00000138081;F-box only protein 11;PF12937|PF05048|PF02207
FBX15_HUMAN;ENSG00000141665;F-box only protein 15;PF12937
FBX16_HUMAN;ENSG00000214050;F-box only protein 16;PF12937
FBX17_HUMAN;ENSG00000269190;F-box only protein 17;PF12937|PF04300
FBX21_HUMAN;ENSG00000135108;F-box only protein 21;PF13369|PF08755
FBX22_HUMAN;ENSG00000167196;F-box only protein 22;PF00646|PF10442
FBX24_HUMAN;ENSG00000106336;F-box only protein 24;PF12937|PF00415
FBX27_HUMAN;ENSG00000161243;F-box only protein 27;PF00646|PF04300
FBX28_HUMAN;ENSG00000143756;F-box only protein 28;PF00646
FBX2_HUMAN;ENSG00000116661;F-box only protein 2;PF00646|PF04300
FBX30_HUMAN;ENSG00000118496;F-box only protein 30;PF15966|PF15965
FBX31_HUMAN;ENSG00000103264;F-box only protein 31;PF12937
FBX33_HUMAN;ENSG00000165355;F-box only protein 33;PF12937
FBX36_HUMAN;ENSG00000153832;F-box only protein 36;PF00646
FBX38_HUMAN;ENSG00000145868;F-box only protein 38;PF00646
FBX39_HUMAN;ENSG00000177294;F-box only protein 39;PF12937
FBX3_HUMAN;ENSG00000110429;F-box only protein 3;PF04379|PF12937|PF09346
FBX40_HUMAN;ENSG00000163833;F-box only protein 40;PF15966|PF15965
FBX41_HUMAN;ENSG00000163013;F-box only protein 41;PF12937
FBX42_HUMAN;ENSG00000037637;F-box only protein 42;PF12937|PF07646
FBX44_HUMAN;ENSG00000132879;F-box only protein 44;PF12937|PF04300
FBX46_HUMAN;ENSG00000177051;F-box only protein 46;PF12937
FBX47_HUMAN;ENSG00000204952;F-box only protein 47;PF00646
FBX48_HUMAN;ENSG00000204923;F-box only protein 48;PF12937
FBX4_HUMAN;ENSG00000151876;F-box only protein 4;PF00646
FBX50_HUMAN;ENSG00000188505;F-box only protein 50;PF04300
FBX5_HUMAN;ENSG00000112029;F-box only protein 5;PF00646
FBX6_HUMAN;ENSG00000116663;F-box only protein 6;PF12937|PF04300
FBX7_HUMAN;ENSG00000100225;F-box only protein 7;PF12937|PF11566
FBX8_HUMAN;ENSG00000164117;F-box only protein 8;PF12937|PF01369
FBX9_HUMAN;ENSG00000112146;F-box only protein 9;PF12937
FBXL2_HUMAN;ENSG00000153558;F-box/LRR-repeat protein 2;PF12937|PF13516
FBXL3_HUMAN;ENSG00000005812;F-box/LRR-repeat protein 3;PF12937
FBXL4_HUMAN;ENSG00000112234;F-box/LRR-repeat protein 4;PF00646
FBXL5_HUMAN;ENSG00000118564;F-box/LRR-repeat protein 5;PF12937|PF01814|PF13516
FBXL6_HUMAN;ENSG00000182325;F-box/LRR-repeat protein 6;PF12937|PF13516
FBXL7_HUMAN;ENSG00000183580;F-box/LRR-repeat protein 7;PF12937|PF13516
FBXL8_HUMAN;ENSG00000135722;F-box/LRR-repeat protein 8;PF12937
FBXW2_HUMAN;ENSG00000119402;F-box/WD repeat-containing protein 2;PF12937|PF00400
FBXW4_HUMAN;ENSG00000107829;F-box/WD repeat-containing protein 4;PF12937|PF00400
FBXW5_HUMAN;ENSG00000159069;F-box/WD repeat-containing protein 5;PF12937|PF00400
FBXW7_HUMAN;ENSG00000109670;F-box/WD repeat-containing protein 7;PF12937|PF00400
FBXW8_HUMAN;ENSG00000174989;F-box/WD repeat-containing protein 8;PF12937
FBXW9_HUMAN;ENSG00000132004;F-box/WD repeat-containing protein 9;PF12937|PF00400
FCAMR_HUMAN;ENSG00000162897;High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor;PF07686
FCER2_HUMAN;ENSG00000104921;Low affinity immunoglobulin epsilon Fc receptor;PF00059
FCERA_HUMAN;ENSG00000179639;High affinity immunoglobulin epsilon receptor subunit alpha;PF13895
FCERB_HUMAN;ENSG00000149534;High affinity immunoglobulin epsilon receptor subunit beta;PF04103
FCERG_HUMAN;ENSG00000158869;High affinity immunoglobulin epsilon receptor subunit gamma;PF02189|PF11628
FCF1_HUMAN;ENSG00000119616;rRNA-processing protein FCF1 homolog;PF04900
FCG2A_HUMAN;ENSG00000143226;Low affinity immunoglobulin gamma Fc region receptor II-a;PF13895
FCG2B_HUMAN;ENSG00000072694;Low affinity immunoglobulin gamma Fc region receptor II-b;PF13895
FCG3A_HUMAN;ENSG00000203747;Low affinity immunoglobulin gamma Fc region receptor III-A;PF13895
FCG3B_HUMAN;ENSG00000162747;Low affinity immunoglobulin gamma Fc region receptor III-B;PF13895
FCGBP_HUMAN;ENSG00000281123;IgGFc-binding protein;PF08742|PF17517|PF01826|PF12714|PF00094
FCGR1_HUMAN;ENSG00000150337;High affinity immunoglobulin gamma Fc receptor I;PF00047|PF13895
FCGRB_HUMAN;ENSG00000198019;High affinity immunoglobulin gamma Fc receptor IB;PF13895
FCGRN_HUMAN;ENSG00000104870;IgG receptor FcRn large subunit p51;PF07654|PF00129
FCHO1_HUMAN;ENSG00000130475;F-BAR domain only protein 1;PF00611|PF10291
FCHO2_HUMAN;ENSG00000157107;F-BAR domain only protein 2;PF00611|PF10291
FCL_HUMAN;ENSG00000104522;GDP-L-fucose synthase;PF01370
FCN1_HUMAN;ENSG00000085265;Ficolin-1;PF01391|PF00147
FCN2_HUMAN;ENSG00000160339;Ficolin-2;PF01391|PF00147
FCN3_HUMAN;ENSG00000142748;Ficolin-3;PF00147
FCRL1_HUMAN;ENSG00000163534;Fc receptor-like protein 1;PF13895
FCRL2_HUMAN;ENSG00000132704;Fc receptor-like protein 2;PF13895
FCRL3_HUMAN;ENSG00000160856;Fc receptor-like protein 3;PF00047|PF13895
FCRL4_HUMAN;ENSG00000163518;Fc receptor-like protein 4;PF00047|PF13895
FCRL5_HUMAN;ENSG00000143297;Fc receptor-like protein 5;PF13895
FCRL6_HUMAN;ENSG00000181036;Fc receptor-like protein 6;PF13895
FCRLA_HUMAN;ENSG00000132185;Fc receptor-like A;PF13895
FCRLB_HUMAN;ENSG00000162746;Fc receptor-like B;PF13895
FCSD1_HUMAN;ENSG00000197948;F-BAR and double SH3 domains protein 1;PF00611|PF14604
FCSD2_HUMAN;ENSG00000137478;F-BAR and double SH3 domains protein 2;PF00611|PF00018|PF14604
FDFT_HUMAN;ENSG00000079459;Squalene synthase;PF00494
FDSCP_HUMAN;ENSG00000181617;Follicular dendritic cell secreted peptide;PF15215
FDX2_HUMAN;ENSG00000267673;Ferredoxin-2, mitochondrial;PF00111
FDXA1_HUMAN;ENSG00000255561;Ferredoxin-fold anticodon-binding domain-containing protein 1;PF10354|PF03147
FEM1A_HUMAN;ENSG00000141965;Protein fem-1 homolog A;PF12796
FEM1B_HUMAN;ENSG00000169018;Protein fem-1 homolog B;PF00023|PF12796
FEM1C_HUMAN;ENSG00000145780;Protein fem-1 homolog C;PF12796
FEN1_HUMAN;ENSG00000168496;Flap endonuclease 1;PF00867|PF00752
FER3L_HUMAN;ENSG00000146618;Fer3-like protein;PF00010
FERM1_HUMAN;ENSG00000101311;Fermitin family homolog 1;PF00373|PF00169
FERM2_HUMAN;ENSG00000073712;Fermitin family homolog 2;PF00373|PF00169
FER_HUMAN;ENSG00000151422;Tyrosine-protein kinase Fer;PF00611|PF07714|PF00017
FES_HUMAN;ENSG00000182511;Tyrosine-protein kinase Fes/Fps;PF07714|PF00017
FETA_HUMAN;ENSG00000081051;Alpha-fetoprotein;PF00273
FETUA_HUMAN;ENSG00000145192;Alpha-2-HS-glycoprotein;PF00031
FETUB_HUMAN;ENSG00000090512;Fetuin-B;PF00031
FEV_HUMAN;ENSG00000163497;Protein FEV;PF00178
FEZ1_HUMAN;ENSG00000149557;Fasciculation and elongation protein zeta-1;PF07763
FEZ2_HUMAN;ENSG00000171055;Fasciculation and elongation protein zeta-2;PF07763
FFAR1_HUMAN;ENSG00000126266;Free fatty acid receptor 1;PF00001
FFAR2_HUMAN;ENSG00000126262;Free fatty acid receptor 2;PF00001
FFAR3_HUMAN;ENSG00000185897;Free fatty acid receptor 3;PF00001
FFAR4_HUMAN;ENSG00000186188;Free fatty acid receptor 4;PF00001
FGD1_HUMAN;ENSG00000102302;FYVE, RhoGEF and PH domain-containing protein 1;PF01363|PF00169|PF00621
FGD2_HUMAN;ENSG00000146192;FYVE, RhoGEF and PH domain-containing protein 2;PF01363|PF00169|PF00621
FGD3_HUMAN;ENSG00000127084;FYVE, RhoGEF and PH domain-containing protein 3;PF01363|PF00169|PF00621
FGD4_HUMAN;ENSG00000139132;FYVE, RhoGEF and PH domain-containing protein 4;PF01363|PF00169|PF00621
FGD5_HUMAN;ENSG00000154783;FYVE, RhoGEF and PH domain-containing protein 5;PF01363|PF00169|PF00621
FGD6_HUMAN;ENSG00000180263;FYVE, RhoGEF and PH domain-containing protein 6;PF01363|PF00169|PF00621
FGF10_HUMAN;ENSG00000070193;Fibroblast growth factor 10;PF00167
FGF11_HUMAN;ENSG00000161958;Fibroblast growth factor 11;PF00167
FGF12_HUMAN;ENSG00000114279;Fibroblast growth factor 12;PF00167
FGF13_HUMAN;ENSG00000129682;Fibroblast growth factor 13;PF00167
FGF14_HUMAN;ENSG00000102466;Fibroblast growth factor 14;PF00167
FGF16_HUMAN;ENSG00000196468;Fibroblast growth factor 16;PF00167
FGF17_HUMAN;ENSG00000158815;Fibroblast growth factor 17;PF00167
FGF18_HUMAN;ENSG00000156427;Fibroblast growth factor 18;PF00167
FGF19_HUMAN;ENSG00000162344;Fibroblast growth factor 19;PF00167
FGF1_HUMAN;ENSG00000113578;Fibroblast growth factor 1;PF00167
FGF20_HUMAN;ENSG00000078579;Fibroblast growth factor 20;PF00167
FGF21_HUMAN;ENSG00000105550;Fibroblast growth factor 21;PF00167
FGF22_HUMAN;ENSG00000070388;Fibroblast growth factor 22;PF00167
FGF23_HUMAN;ENSG00000118972;Fibroblast growth factor 23;PF00167
FGF2_HUMAN;ENSG00000138685;Fibroblast growth factor 2;PF00167
FGF3_HUMAN;ENSG00000186895;Fibroblast growth factor 3;PF00167
FGF4_HUMAN;ENSG00000075388;Fibroblast growth factor 4;PF00167
FGF5_HUMAN;ENSG00000138675;Fibroblast growth factor 5;PF00167
FGF6_HUMAN;ENSG00000111241;Fibroblast growth factor 6;PF00167
FGF7_HUMAN;ENSG00000140285;Fibroblast growth factor 7;PF00167
FGF8_HUMAN;ENSG00000107831;Fibroblast growth factor 8;PF00167
FGF9_HUMAN;ENSG00000102678;Fibroblast growth factor 9;PF00167
FGFP1_HUMAN;ENSG00000137440;Fibroblast growth factor-binding protein 1;PF06473
FGFP2_HUMAN;ENSG00000137441;Fibroblast growth factor-binding protein 2;PF06473
FGFP3_HUMAN;ENSG00000174721;Fibroblast growth factor-binding protein 3;PF06473
FGFR1_HUMAN;ENSG00000077782;Fibroblast growth factor receptor 1;PF07679|PF00047|PF07714
FGFR2_HUMAN;ENSG00000066468;Fibroblast growth factor receptor 2;PF07679|PF07714
FGFR3_HUMAN;ENSG00000068078;Fibroblast growth factor receptor 3;PF07679|PF07714
FGFR4_HUMAN;ENSG00000160867;Fibroblast growth factor receptor 4;PF07679|PF07714
FGGY_HUMAN;ENSG00000172456;FGGY carbohydrate kinase domain-containing protein;PF02782|PF00370
FGL1_HUMAN;ENSG00000104760;Fibrinogen-like protein 1;PF00147
FGL2_HUMAN;ENSG00000127951;Fibroleukin;PF00147
FGOP2_HUMAN;ENSG00000111790;FGFR1 oncogene partner 2;PF05769
FGRL1_HUMAN;ENSG00000127418;Fibroblast growth factor receptor-like 1;PF07679
FGR_HUMAN;ENSG00000000938;Tyrosine-protein kinase Fgr;PF07714|PF00017|PF00018
FHAD1_HUMAN;ENSG00000142621;Forkhead-associated domain-containing protein 1;PF00498
FHDC1_HUMAN;ENSG00000137460;FH2 domain-containing protein 1;PF02181
FHIT_HUMAN;ENSG00000189283;Bis(5'-adenosyl)-triphosphatase;PF01230
FHL17_HUMAN;ENSG00000132446;Ferritin heavy polypeptide-like 17;PF00210
FHL1_HUMAN;ENSG00000022267;Four and a half LIM domains protein 1;PF00412
FHL2_HUMAN;ENSG00000115641;Four and a half LIM domains protein 2;PF00412
FHL3_HUMAN;ENSG00000183386;Four and a half LIM domains protein 3;PF00412
FHL5_HUMAN;ENSG00000112214;Four and a half LIM domains protein 5;PF00412
FHOD1_HUMAN;ENSG00000135723;FH1/FH2 domain-containing protein 1;PF02181
FHOD3_HUMAN;ENSG00000134775;FH1/FH2 domain-containing protein 3;PF02181
FHR1_HUMAN;ENSG00000244414;Complement factor H-related protein 1;PF00084
FHR2_HUMAN;ENSG00000080910;Complement factor H-related protein 2;PF00084
FHR3_HUMAN;ENSG00000116785;Complement factor H-related protein 3;PF00084
FHR4_HUMAN;ENSG00000134365;Complement factor H-related protein 4;PF00084
FHR5_HUMAN;ENSG00000134389;Complement factor H-related protein 5;PF00084
FIBA_HUMAN;ENSG00000171560;Fibrinogen alpha chain;PF08702|PF12160|PF00147
FIBB_HUMAN;ENSG00000171564;Fibrinogen beta chain;PF08702|PF00147
FIBG_HUMAN;ENSG00000171557;Fibrinogen gamma chain;PF08702|PF00147
FIBIN_HUMAN;ENSG00000176971;Fin bud initiation factor homolog;PF15819
FIBP_HUMAN;ENSG00000172500;Acidic fibroblast growth factor intracellular-binding protein;PF05427
FICD_HUMAN;ENSG00000198855;Adenosine monophosphate-protein transferase FICD;PF02661
FIG4_HUMAN;ENSG00000112367;Polyphosphoinositide phosphatase;PF02383
FIGL1_HUMAN;ENSG00000132436;Fidgetin-like protein 1;PF00004|PF09336
FIGL2_HUMAN;ENSG00000261308;Putative fidgetin-like protein 2;PF00004
FIGLA_HUMAN;ENSG00000183733;Factor in the germline alpha;PF00010
FIGN_HUMAN;ENSG00000182263;Fidgetin;PF00004|PF09336
FIL1L_HUMAN;ENSG00000168386;Filamin A-interacting protein 1-like;PF09727
FILA2_HUMAN;ENSG00000143520;Filaggrin-2;PF01023
FILA_HUMAN;ENSG00000143631;Filaggrin;PF03516|PF01023
FINC_HUMAN;ENSG00000115414;Fibronectin;PF00039|PF00040|PF00041
FIP1_HUMAN;ENSG00000145216;Pre-mRNA 3'-end-processing factor FIP1;PF05182
FIS1_HUMAN;ENSG00000214253;Mitochondrial fission 1 protein;PF14853|PF14852
FITM2_HUMAN;ENSG00000197296;Fat storage-inducing transmembrane protein 2;PF10261
FKB10_HUMAN;ENSG00000141756;Peptidyl-prolyl cis-trans isomerase FKBP10;PF13202|PF00254
FKB11_HUMAN;ENSG00000134285;Peptidyl-prolyl cis-trans isomerase FKBP11;PF00254
FKB14_HUMAN;ENSG00000106080;Peptidyl-prolyl cis-trans isomerase FKBP14;PF13499|PF00254
FKB15_HUMAN;ENSG00000119321;FK506-binding protein 15;PF00254
FKB1A_HUMAN;ENSG00000088832;Peptidyl-prolyl cis-trans isomerase FKBP1A;PF00254
FKB1B_HUMAN;ENSG00000119782;Peptidyl-prolyl cis-trans isomerase FKBP1B;PF00254
FKBP2_HUMAN;ENSG00000173486;Peptidyl-prolyl cis-trans isomerase FKBP2;PF00254
FKBP3_HUMAN;ENSG00000100442;Peptidyl-prolyl cis-trans isomerase FKBP3;PF00254
FKBP4_HUMAN;ENSG00000004478;Peptidyl-prolyl cis-trans isomerase FKBP4;PF00254|PF00515|PF07719
FKBP5_HUMAN;ENSG00000096060;Peptidyl-prolyl cis-trans isomerase FKBP5;PF00254|PF00515|PF13181
FKBP6_HUMAN;ENSG00000077800;Inactive peptidyl-prolyl cis-trans isomerase FKBP6;PF00254
FKBP7_HUMAN;ENSG00000079150;Peptidyl-prolyl cis-trans isomerase FKBP7;PF13499|PF00254
FKBP8_HUMAN;ENSG00000105701;Peptidyl-prolyl cis-trans isomerase FKBP8;PF00254|PF07719
FKBP9_HUMAN;ENSG00000122642;Peptidyl-prolyl cis-trans isomerase FKBP9;PF00254
FKBPL_HUMAN;ENSG00000204315;FK506-binding protein-like;PF00515
FKRP_HUMAN;ENSG00000181027;Fukutin-related protein;PF04991
FKTN_HUMAN;ENSG00000106692;Fukutin;PF04991
FL2D_HUMAN;ENSG00000146457;Pre-mRNA-splicing regulator WTAP;PF17098
FLCN_HUMAN;ENSG00000154803;Folliculin;PF11704|PF16692
FLI1_HUMAN;ENSG00000151702;Friend leukemia integration 1 transcription factor;PF00178|PF02198
FLII_HUMAN;ENSG00000177731;Protein flightless-1 homolog;PF00626|PF12799|PF13855
FLIP1_HUMAN;ENSG00000118407;Filamin-A-interacting protein 1;PF09727
FLNA_HUMAN;ENSG00000196924;Filamin-A;PF00307|PF00630
FLNB_HUMAN;ENSG00000136068;Filamin-B;PF00307|PF00630
FLNC_HUMAN;ENSG00000128591;Filamin-C;PF00307|PF00630
FLOT1_HUMAN;ENSG00000137312;Flotillin-1;PF01145|PF15975
FLOT2_HUMAN;ENSG00000132589;Flotillin-2;PF01145|PF15975
FLOWR_HUMAN;ENSG00000160325;Calcium channel flower homolog;PF10233
FLRT1_HUMAN;ENSG00000126500;Leucine-rich repeat transmembrane protein FLRT1;PF13855|PF01462
FLRT2_HUMAN;ENSG00000185070;Leucine-rich repeat transmembrane protein FLRT2;PF00041|PF13855|PF01463
FLRT3_HUMAN;ENSG00000125848;Leucine-rich repeat transmembrane protein FLRT3;PF13855
FLT3L_HUMAN;ENSG00000090554;Fms-related tyrosine kinase 3 ligand;PF02947
FLT3_HUMAN;ENSG00000122025;Receptor-type tyrosine-protein kinase FLT3;PF00047|PF07714
FLVC1_HUMAN;ENSG00000162769;Feline leukemia virus subgroup C receptor-related protein 1;PF07690
FLVC2_HUMAN;ENSG00000119686;Feline leukemia virus subgroup C receptor-related protein 2;PF07690
FM25A_HUMAN;ENSG00000188100;Protein FAM25A;PF15825
FM25C_HUMAN;ENSG00000276430;Protein FAM25C;PF15825
FM25G_HUMAN;ENSG00000189090;Protein FAM25G;PF15825
FMN1_HUMAN;ENSG00000248905;Formin-1;PF02181
FMN2_HUMAN;ENSG00000155816;Formin-2;PF06346|PF02181
FMNL1_HUMAN;ENSG00000184922;Formin-like protein 1;PF06367|PF06371|PF02181
FMNL2_HUMAN;ENSG00000157827;Formin-like protein 2;PF06367|PF06371|PF02181
FMNL3_HUMAN;ENSG00000161791;Formin-like protein 3;PF06367|PF06371|PF02181
FMO1_HUMAN;ENSG00000010932;Dimethylaniline monooxygenase [N-oxide-forming] 1;PF00743
FMO2_HUMAN;ENSG00000094963;Dimethylaniline monooxygenase [N-oxide-forming] 2;PF00743
FMO3_HUMAN;ENSG00000007933;Dimethylaniline monooxygenase [N-oxide-forming] 3;PF00743
FMO4_HUMAN;ENSG00000076258;Dimethylaniline monooxygenase [N-oxide-forming] 4;PF00743
FMO5_HUMAN;ENSG00000131781;Dimethylaniline monooxygenase [N-oxide-forming] 5;PF00743
FMOD_HUMAN;ENSG00000122176;Fibromodulin;PF13855|PF01462
FMR1_HUMAN;ENSG00000102081;Synaptic functional regulator FMR1;PF05641|PF16098|PF12235|PF00013
FMT_HUMAN;ENSG00000103707;Methionyl-tRNA formyltransferase, mitochondrial;PF02911|PF00551
FN3K_HUMAN;ENSG00000167363;Fructosamine-3-kinase;PF03881
FNBP1_HUMAN;ENSG00000187239;Formin-binding protein 1;PF00611|PF14604
FNBP4_HUMAN;ENSG00000109920;Formin-binding protein 4;PF00397
FND3A_HUMAN;ENSG00000102531;Fibronectin type-III domain-containing protein 3A;PF00041
FND3B_HUMAN;ENSG00000075420;Fibronectin type III domain-containing protein 3B;PF00041
FNDC1_HUMAN;ENSG00000164694;Fibronectin type III domain-containing protein 1;PF00041
FNDC4_HUMAN;ENSG00000115226;Fibronectin type III domain-containing protein 4;PF00041
FNDC5_HUMAN;ENSG00000160097;Fibronectin type III domain-containing protein 5;PF00041
FNDC8_HUMAN;ENSG00000073598;Fibronectin type III domain-containing protein 8;PF00041
FNIP1_HUMAN;ENSG00000217128;Folliculin-interacting protein 1;PF14638|PF14637|PF14636
FNIP2_HUMAN;ENSG00000052795;Folliculin-interacting protein 2;PF14638|PF14637|PF14636
FNTA_HUMAN;ENSG00000168522;Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha;PF01239
FNTB_HUMAN;ENSG00000257365;Protein farnesyltransferase subunit beta;PF00432
FOCAD_HUMAN;ENSG00000188352;Focadhesin;PF12530|PF11229
FOLH1_HUMAN;ENSG00000086205;Glutamate carboxypeptidase 2;PF02225|PF04389|PF04253
FOLR1_HUMAN;ENSG00000110195;Folate receptor alpha;PF03024
FOLR2_HUMAN;ENSG00000165457;Folate receptor beta;PF03024
FOLR3_HUMAN;ENSG00000110203;Folate receptor gamma;PF03024
FONG_HUMAN;ENSG00000226124;Formiminotransferase N-terminal subdomain-containing protein;PF07837
FOPNL_HUMAN;ENSG00000133393;LisH domain-containing protein FOPNL;PF09398
FOSB_HUMAN;ENSG00000125740;Protein fosB;PF00170
FOSL1_HUMAN;ENSG00000175592;Fos-related antigen 1;PF00170
FOSL2_HUMAN;ENSG00000075426;Fos-related antigen 2;PF00170
FOS_HUMAN;ENSG00000170345;Proto-oncogene c-Fos;PF00170
FOXA1_HUMAN;ENSG00000129514;Hepatocyte nuclear factor 3-alpha;PF00250|PF08430|PF09354
FOXA2_HUMAN;ENSG00000125798;Hepatocyte nuclear factor 3-beta;PF00250|PF08430|PF09354
FOXA3_HUMAN;ENSG00000170608;Hepatocyte nuclear factor 3-gamma;PF00250|PF08430
FOXB1_HUMAN;ENSG00000171956;Forkhead box protein B1;PF00250
FOXB2_HUMAN;ENSG00000204612;Forkhead box protein B2;PF00250
FOXC1_HUMAN;ENSG00000054598;Forkhead box protein C1;PF00250
FOXC2_HUMAN;ENSG00000176692;Forkhead box protein C2;PF00250
FOXD1_HUMAN;ENSG00000251493;Forkhead box protein D1;PF00250
FOXD2_HUMAN;ENSG00000186564;Forkhead box protein D2;PF00250
FOXD3_HUMAN;ENSG00000187140;Forkhead box protein D3;PF00250
FOXD4_HUMAN;ENSG00000170122;Forkhead box protein D4;PF00250
FOXE1_HUMAN;ENSG00000178919;Forkhead box protein E1;PF00250
FOXE3_HUMAN;ENSG00000186790;Forkhead box protein E3;PF00250
FOXF1_HUMAN;ENSG00000103241;Forkhead box protein F1;PF00250
FOXF2_HUMAN;ENSG00000137273;Forkhead box protein F2;PF00250
FOXG1_HUMAN;ENSG00000176165;Forkhead box protein G1;PF00250
FOXH1_HUMAN;ENSG00000160973;Forkhead box protein H1;PF00250
FOXI1_HUMAN;ENSG00000168269;Forkhead box protein I1;PF00250
FOXI2_HUMAN;ENSG00000186766;Forkhead box protein I2;PF00250
FOXI3_HUMAN;ENSG00000214336;Forkhead box protein I3;PF00250
FOXJ1_HUMAN;ENSG00000129654;Forkhead box protein J1;PF00250
FOXJ2_HUMAN;ENSG00000065970;Forkhead box protein J2;PF00250
FOXJ3_HUMAN;ENSG00000198815;Forkhead box protein J3;PF00250
FOXK1_HUMAN;ENSG00000164916;Forkhead box protein K1;PF00498|PF00250
FOXK2_HUMAN;ENSG00000141568;Forkhead box protein K2;PF00498|PF00250
FOXL1_HUMAN;ENSG00000176678;Forkhead box protein L1;PF00250
FOXL2_HUMAN;ENSG00000183770;Forkhead box protein L2;PF00250
FOXM1_HUMAN;ENSG00000111206;Forkhead box protein M1;PF00250
FOXN1_HUMAN;ENSG00000109101;Forkhead box protein N1;PF00250
FOXN2_HUMAN;ENSG00000170802;Forkhead box protein N2;PF00250
FOXN3_HUMAN;ENSG00000053254;Forkhead box protein N3;PF00250
FOXN4_HUMAN;ENSG00000139445;Forkhead box protein N4;PF00250
FOXO1_HUMAN;ENSG00000150907;Forkhead box protein O1;PF00250|PF16676|PF16675
FOXO3_HUMAN;ENSG00000118689;Forkhead box protein O3;PF00250|PF16676|PF16675
FOXO4_HUMAN;ENSG00000184481;Forkhead box protein O4;PF00250|PF16676
FOXO6_HUMAN;ENSG00000204060;Forkhead box protein O6;PF00250|PF16676
FOXP1_HUMAN;ENSG00000114861;Forkhead box protein P1;PF00250|PF16159
FOXP2_HUMAN;ENSG00000128573;Forkhead box protein P2;PF00250|PF16159
FOXP3_HUMAN;ENSG00000049768;Forkhead box protein P3;PF00250|PF16159
FOXP4_HUMAN;ENSG00000137166;Forkhead box protein P4;PF00250|PF16159
FOXQ1_HUMAN;ENSG00000164379;Forkhead box protein Q1;PF00250
FOXR1_HUMAN;ENSG00000176302;Forkhead box protein R1;PF00250
FOXR2_HUMAN;ENSG00000189299;Forkhead box protein R2;PF00250
FOXS1_HUMAN;ENSG00000179772;Forkhead box protein S1;PF00250
FP100_HUMAN;ENSG00000185504;Fanconi anemia core complex-associated protein 100 {ECO:0000303|PubMed:17396147, ECO:0000312|HGNC:HGNC:26171};PF15146
FPGT_HUMAN;ENSG00000254685;Fucose-1-phosphate guanylyltransferase;PF07959
FPPS_HUMAN;ENSG00000160752;Farnesyl pyrophosphate synthase;PF00348
FPR1_HUMAN;ENSG00000171051;fMet-Leu-Phe receptor;PF00001
FPR2_HUMAN;ENSG00000171049;N-formyl peptide receptor 2;PF00001
FPR3_HUMAN;ENSG00000187474;N-formyl peptide receptor 3;PF00001
FPRP_HUMAN;ENSG00000134247;Prostaglandin F2 receptor negative regulator;PF07686
FR1L5_HUMAN;ENSG00000249715;Fer-1-like protein 5;PF00168|PF08165|PF08150|PF16165
FR1L6_HUMAN;ENSG00000214814;Fer-1-like protein 6;PF00168|PF08150|PF08151|PF16165
FR1OP_HUMAN;ENSG00000213066;FGFR1 oncogene partner;PF09398
FRAS1_HUMAN;ENSG00000138759;Extracellular matrix protein FRAS1;PF03160|PF00093
FRAT1_HUMAN;ENSG00000165879;Proto-oncogene FRAT1;PF05350
FRAT2_HUMAN;ENSG00000181274;GSK-3-binding protein FRAT2;PF05350
FRDA_HUMAN;ENSG00000165060;Frataxin, mitochondrial;PF01491
FREM1_HUMAN;ENSG00000164946;FRAS1-related extracellular matrix protein 1;PF03160|PF00059
FREM2_HUMAN;ENSG00000150893;FRAS1-related extracellular matrix protein 2;PF03160
FREM3_HUMAN;ENSG00000183090;FRAS1-related extracellular matrix protein 3;PF03160
FRG1_HUMAN;ENSG00000109536;Protein FRG1;PF06229
FRG2B_HUMAN;ENSG00000225899;Protein FRG2-like-1;PF15315
FRG2C_HUMAN;ENSG00000172969;Protein FRG2-like-2;PF15315
FRG2_HUMAN;ENSG00000205097;Protein FRG2;PF15315
FRIH_HUMAN;ENSG00000167996;Ferritin heavy chain;PF00210
FRIL_HUMAN;ENSG00000087086;Ferritin light chain;PF00210
FRITZ_HUMAN;ENSG00000143951;WD repeat-containing and planar cell polarity effector protein fritz homolog;PF11768
FRK_HUMAN;ENSG00000111816;Tyrosine-protein kinase FRK;PF07714|PF00017|PF00018
FRM4A_HUMAN;ENSG00000151474;FERM domain-containing protein 4A;PF11819|PF09380|PF00373|PF09379
